correct,incorrect,premise,pos_sim,neg_sim
,However the warming trend is slower than most climate models have forecast,Physical climate models are also unable to reproduce the rapid warming observed in recent decades when taking into account only variations in solar output and volcanic activity.,,-0.14365481999999996
,"at the end of recent ice ages, the concentration of carbon dioxide in the atmosphere started to rise only after temperatures began to climb.","Reconstructed temperature records for the last 420 million years indicate that atmospheric CO 2 concentrations peaked at ~2000 ppm during the Devonian (∼400 Myrs ago) period, and again in the Triassic (220–200 Myrs ago) period.",,-0.33148690000000003
,"Whatever is driving increases in winter Arctic temperatures   is not heat coming out of the Arctic Ocean, which is covered with   insulating ice.'","Sea ice has an important effect on the heat balance of the polar oceans, since it insulates the (relatively) warm ocean from the much colder air above, thus reducing heat loss from the oceans.",,-0.7083825
,"Human-produced carbon might be one of the factors of climate change, but there’s simply no evidence that it is a significant one.","According to the United States National Research Council, [T]here is a strong, credible body of evidence, based on multiple lines of research, documenting that climate is changing and that these changes are in large part caused by human activities.",,0.6146766000000001
,"'To suddenly label CO2 as a ""pollutant"" is a disservice to a gas that has played an enormous role in the development and sustainability of all life on this wonderful Earth.","As is stated in Article 2 of the Convention, this requires that greenhouse gas (GHG) concentrations are stabilized in the atmosphere at a level where ecosystems can adapt naturally to climate change, food production is not threatened, and economic development can proceed in a sustainable fashion.",,0.59788036
,Humans are too insignificant to affect global climate,"In the real world, consumption of fossil fuel resources leads to global warming and climate change.",,-0.6924625600000001
,cold deaths actually occur during moderate temperatures,"Both the American East Coast and parts of the American Midwest had record high temperatures, killing two people on the 8th.",,-0.24814232000000003
,The warm and cool regions roughly balance each other out with little impact on global temperature.,"The main balancing feedback to global temperature change is radiative cooling to space as infrared radiation, which increases strongly with increasing temperature.",,0.8066696
,"CO2 increase is natural, not human-caused.","While CO 2 absorption and release is always happening as a result of natural processes, the recent rise in CO 2 levels in the atmosphere is known to be mainly due to human (anthropogenic) activity.",,-0.6110073000000003
,"When CO2 levels were higher in the past, solar levels were also lower.","For example, the mole fraction of carbon dioxide has increased from 280 ppm to 415 ppm, or 120 ppm over modern pre-industrial levels.",,0.5263334
"Every year air pollution protections are delayed, another 34,000 people will die prematurely.",,"Chernobyl: Consequences of the Catastrophe for People and the Environment is a 2007 Russian publication that concludes that there were 985,000 premature deaths as a consequence of the radioactivity released.",0.5276600999999999,
"The science is clear, climate change is making extreme weather events, including tornadoes, worse.",,"Documented long-term climate changes include changes in Arctic temperatures and ice, widespread changes in precipitation amounts, ocean salinity, wind patterns and extreme weather including droughts, heavy precipitation, heat waves and the intensity of tropical cyclones.",-0.15871634999999995,
"In other words, there is as yet no incontrovertible  proof either of the greenhouse effect, or its connection with alleged  global warming.",,"There is no convincing scientific evidence that human release of carbon dioxide, methane, or other greenhouse gases is causing or will, in the foreseeable future, cause catastrophic heating of the Earth's atmosphere and disruption of the Earth's climate.",-0.2841557,
"The CO2 amplifies the warming and mixes through the atmosphere, spreading warming throughout the planet.",,"Because water vapor is a greenhouse gas, this results in further warming and so is a ""positive feedback"" that amplifies the original warming.",0.7600542300000002,
Satellites measure Antarctica losing land ice at an accelerating rate.,,"All datasets generally show an acceleration of mass loss from the Antarctic ice-sheet, but with year-to-year variations.",0.43938527000000005,
"Global sea level rise surged between November 2014 and February 2016, with the El Niño event helping the oceans rise by 15mm.",,"As El Niño conditions started to develop during early 2014, sea levels in western Micronesia including in waters surrounding the island nations of Palau and Guam dropped by 6–9 feet (1.8–2.7 m).",0.3421383,
"Once natural influences, in particular the impact of El Niño and La Niña, are removed from the recent termperature record, there is no evidence of a significant change in the human contribution to climate change.",,"The introduction includes this statement: There is strong evidence that the warming of the Earth over the last half-century has been caused largely by human activity, such as the burning of fossil fuels and changes in land use, including agriculture and deforestation.",-0.10313185999999996,
"The MWP lasted from about 950 to 1250AD, and temperature records appear to show it was even hotter than today",,"The Medieval Warm Period (MWP) also known as the Medieval Climate Optimum, or Medieval Climatic Anomaly was a time of warm climate in the North Atlantic region lasting from c. 950 to c. 1250.",0.9498644999999999,
"However, this is exactly what climate scientists have predicted for California since at least the 1980s: protracted periods of warm, dry conditions punctuated by intense wet spells, with more rain and less snow, causing both drought and floods.",,"Between 2011 and 2014, California experienced the driest period in its recorded history and more than 100 million trees died in the drought, creating areas of dead, dry wood.",-0.22991781,
Preventing global warming is relatively cheap; business-as-usual will cause accelerating climate damage costs that economists struggle to even estimate.,,The total economic impacts from climate change are difficult to estimate.,0.6662400000000002,
"The thermal expansion of the oceans, compounded by melting glaciers, resulted in the highest global sea level on record in 2015.",,"Since the last glacial maximum about 20,000 years ago, the sea level has risen by more than 125 metres (410 ft), with rates varying from less than a mm/year to 40+ mm/year, as a result of melting ice sheets over Canada and Eurasia.",0.6382733599999999,
"If sea levels rise six feet due to climate change, Waterplace Park in Providence and Wickford village would be swamped",,"Instead of a global 5-meter sea level rise, western Antarctica would experience approximately 25 centimeters of sea level fall, while the United States, parts of Canada, and the Indian Ocean, would experience up to 6.5 meters of sea level rise.",0.9778137,
“Underneath the permafrost there are sediments full of methane hydrates.,,"Methane clathrate, or hydrates, occur within and below permafrost soils.",0.2533421,
"“Moreover, the ocean already contains so-called oxygen minimum zones, generally found in the middle depths.",,The oxygen minimum layer exists somewhere between a depth of 700m and 1000m deep depending on the place in the ocean.,0.769709,
"While the link between cosmic rays and cloud cover is yet to be confirmed, more importantly, there has been no correlation between cosmic rays and global temperatures over the last 30 years of global warming.",,"Together with the lack of a proven physical mechanism and the plausibility of other causal factors affecting changes in cloud cover, this makes the association between galactic cosmic ray-induced changes in aerosol and cloud formation controversial Studies by Lockwood and Fröhlich (2007) and Sloan and Wolfendale (2008) found no relation between warming in recent decades and cosmic rays.",0.22878825999999997,
CO2 emissions were much smaller 100 years ago.,,Global anthropogenic greenhouse gas emissions in 2010 were equivalent to 49 billion tonnes of carbon dioxide (using the most recent global warming potentials over 100 years from the AR5 report).,0.47353435,
Climate sensitivity can be calculated empirically by comparing past temperature change to natural forcings at the time.,,"Climate sensitivity can be estimated using observed temperature rise, observed ocean heat uptake, and modeled or observed radiative forcing.",0.9128384599999999,
"Observations throughout the world make it clear that climate change is occurring, and rigorous scientific research demonstrates that the greenhouse gases emitted by human activities are the primary driver.",,"In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases.",0.9559537,
HFCs (hydrofluorocarbons) are tens of thousands of times more polluting than carbon dioxide.,,"On a molecule-for-molecule basis, these compounds are up to 10,000 times more potent greenhouse gases than carbon dioxide.",0.8148384,
There is ample evidence that Earth's average temperature has increased in the past 100 years and the decline of mid- and high-latitude glaciers is a major piece of evidence.,,"In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases.",0.8603438000000001,
"a new study by scientists at the Australian Research Council finds that the ongoing bleaching event is mainly due to human-caused global warming, and that if global warming proceeds as currently expected, “large parts” of the Great Barrier Reef could die by the mid-2030s.",,"A UNESCO World Heritage Site, the reef has experienced unprecedented rates of bleaching over the past two decades, and additional warming of only 1 °C is anticipated to cause considerable losses or contractions of species associated with coral communities.",0.9364856500000001,
For decades horticulturalists have pumped carbon dioxide into glasshouses to increase yields.,,"Elevated CO2 increases crop yields and growth through an increase in photosynthetic rate, and it also decreases water loss as a result of stomatal closing.",-0.48659948,
"Melting permafrost can release not just CO2, but also methane, a much stronger heat-trapping gas.",,"Permafrost and clathrates degrade on warming, and thus, large releases of methane from these sources may arise as a result of global warming.",0.14552246000000002,
"Without carbon dioxide, all life on Earth would die",,Carbon dioxide in the Earth's atmosphere is essential to life and to most of the planetary biosphere.,0.35439339999999997,
contrary to the hypothesis that rising temperature is caused by increasing CO2.,,"Singer argues there is no evidence that the increases in carbon dioxide produced by humans cause global warming, and that if temperatures do rise it will be good for humankind.",0.6442871000000001,
A fast transition away from fossil fuels in the next few decades could be enough to put off rapid sea-level rise for centuries.,,"Slowing global warming requires a transition to a low-carbon economy, mainly by burning far less fossil fuel.",-0.69959974,
policies based on previous climate model output and predictions might need to be reconsidered,,"The 2017 United States-published National Climate Assessment notes that ""climate models may still be underestimating or missing relevant feedback processes"".",0.8433790999999999,
Ancient natural cycles are irrelevant for attributing recent global warming to humans.,,There is a scientific consensus linking human activities to global warming due to industrial carbon dioxide emissions.,-0.12532452000000005,
"Last year’s warmth was manifested across the planet, from the warm tropical ocean waters off the coast of northeastern Australia, where the Great Barrier Reef experienced its worst coral bleaching event on record and large scale coral death, to the Arctic, where sea ice hit regular monthly record lows and overall temperatures were also the warmest on record, at least from January through September 2016.",,"A March 2016 report stated that coral bleaching was more widespread than previously thought, seriously affecting the northern parts of the reef as a result of warming ocean temperatures.",-0.1282504,
"describes a world of worsening food shortages and wildfires, and a mass die-off of coral reefs as soon as 2040",,"Malnutrition, dehydration and related diseases Mass migration, resulting in internal displacement and international refugees Reduced electricity production due to reduced water-flow through hydroelectric dams Shortages of water for industrial users Snake migration, which results in snake-bites Social unrest War over natural resources, including water and food Wildfires, such as Australian bushfires, become more common during times of drought and may cause human deaths.",0.8917184,
"When CO2 emissions are compared directly to CO2 levels, there is a strong correlation in the long term trends.",,"Direct data does not exist for periods earlier than those represented in the ice core record, a record that indicates CO 2 mole fractions stayed within a range of 180 ppm to 280 ppm throughout the last 800,000 years, until the increase of the last 250 years.",0.4371226400000001,
Satellites and on-site measurements are observing that Himalayan glaciers are disappearing at an accelerating rate.,,"Overall, glaciers in the Greater Himalayan region that have been studied are retreating an average of between 18 and 20 m (59 and 66 ft) annually.",0.8699919599999999,
"I conclude that it must be ice accumulation, through evaporation of ocean water, and subsequent precipitation turning into ice.",,Much of this precipitation began as water vapor evaporated from the ocean surface.,0.8803450500000001,
Water vapor is the most powerful greenhouse gas,,"Being a component of Earth's hydrosphere and hydrologic cycle, it is particularly abundant in Earth's atmosphere where it is also a potent greenhouse gas along with other gases such as carbon dioxide and methane.",0.7889199,
“[Sea ice] also helps regulate the planet’s temperature by influencing the circulation of the atmosphere and ocean.,,"Furthermore, sea ice affects the movement of ocean waters.",0.49476074999999997,
The motions of the massive oceans where heat is moved between deep layers and the surface provides variability on time scales from years to centuries.,,El Niño and La Niña are important temperature fluctuations in surface waters of the tropical Eastern Pacific Ocean.,0.4031593199999999,
"The melting Greenland ice sheet is already a major contributor to rising sea level and if it was eventually lost entirely, the oceans would rise by six metres around the world, flooding many of the world’s largest cities.",,"The Greenland ice sheet occupies about 82% of the surface of Greenland, and if melted would cause sea levels to rise by 7.2 metres.",0.3742177,
"In the last 35 years of global warming, the sun has shown a slight cooling trend.",,"In the three decades following 1978, the combination of solar and volcanic activity is estimated to have had a slight cooling influence.",0.69698167,
The long term trend from albedo is that of cooling.,,"[citation needed] Arctic regions notably release more heat back into space than what they absorb, effectively cooling the Earth.",0.8443259000000001,
Coral atolls grow as sea levels rise.,,Gradual sea-level rise also allows for coral polyp activity to increase the reefs.,0.9823960700000001,
"Venus very likely underwent a runaway or ‘moist’ greenhouse phase earlier in its history, and today is kept hot by a dense CO2 atmosphere.",,"Studies have suggested that billions of years ago, Venus's atmosphere was much more like the one surrounding Earth, and that there may have been substantial quantities of liquid water on the surface, but after a period of 600 million to several billion years, a runaway greenhouse effect was caused by the evaporation of that original water, which generated a critical level of greenhouse gases in its atmosphere.",0.6992557000000001,
Thick arctic sea ice is in rapid retreat.,,"A composite record of Arctic ice demonstrates that the floes' retreat began around 1900, experiencing more rapid melting beginning within the past 50 years.",0.6900413599999999,
"Earth’s climate is now changing faster than at any point in the history of modern civilization, primarily as a result of human activities.",,"American Physical Society Climate Change Policy Statement, November 2007 ""Emissions of greenhouse gases from human activities are changing the atmosphere in ways that affect the Earth's climate.",0.12139977000000002,
Germany managed to increase its use of renewables and its output of carbon dioxide at the same time -- because it resorted to cheap coal to keep the lights on at a price its people could afford.,,"As a result, despite energy efficiency gains, total energy use and related carbon emissions have continued to increase.",-0.23993105000000003,
"Recent record-low water levels in Lake Michigan are evidence that global warming is leading to ""the evaporation of our Great Lakes.""",,"""Great Lakes water levels reaching record lows"".",0.59578055,
But his results are evidence that the actual climate sensitivity is about 3°C for a doubling of atmospheric CO2.,,"The IPCC (2007) estimates that the expected rise in temperature due to a doubling of CO2 to be about 3 °C (5.4 °F), ± 1.5°.",0.7379541000000001,
"Alaska Sen. Mark Begich ""is on record supporting a carbon tax, even pushing Harry Reid to make it a priority.""",,"In 2010, he signed a letter advocating the establishment of a 'price' for greenhouse gas emissions as part of national energy policy.",0.5948729500000001,
"Earth's changing climate is a critical issue and poses the risk of significant environmental, social and economic disruptions around the globe.",,"A 2013 study found that significant climatic changes were associated with a higher risk of conflict worldwide, and predicted that ""amplified rates of human conflict could represent a large and critical social impact of anthropogenic climate change in both low- and high-income countries.""",0.9690086,
"The unusual heat was most noteworthy in Europe, which had its warmest April on record, and Australia, which had its second-warmest.",,"According to the Bureau of Meteorology, Australia's annual mean temperature for 2009 was 0.90 °C (1.62 °F) above the 1961–90 average, making it the nation's second-warmest year since high-quality records began in 1910.",0.9510083,
"Sea level rise of 65 centimeters, or roughly 2 feet would cause significant problems for coastal cities around the world.",,"Further effects are higher storm-surges and more dangerous tsunamis, displacement of populations, loss and degradation of agricultural land and damage in cities.",0.3904512200000001,
No known natural forcing fits the fingerprints of observed warming except anthropogenic greenhouse gases.,,"The spatial and temporal fingerprint of warming can be traced to increasing greenhouse gas concentrations in the atmosphere, which are a direct result of burning fossil fuels, broad-scale deforestation and other human activity.""",-0.5702952,
"The latest  measurements involve the use of satellite gravimetry, estimating  the mass of terrain beneath by detecting slight changes in gravity as a  satellite passes overhead.",,"As the twin GRACE satellites circle the globe 15 times a day, they sense minute variations in Earth's gravitational pull.",0.9233815999999999,
"Extreme high temperatures were seen from India — where the city of Phalodi recorded temperatures of 51 degrees Celsius (123.8 Fahrenheit) in May, a new national record — to Iran, where a temperature of 53 degrees Celsius (127.4 F) was recorded in Delhoran on July 22.",,It holds the record for the highest verified temperature recorded in India at 51 °C (124 °F) on 19 May 2016.,0.6250624,
But the period has caused a headache for climate scientists because clearly there was no upswell in carbon dioxide that could account for such swift warming.,,"In 2009, further evidence was provided that changes in solar insolation provide the initial trigger for the earth to warm after an Ice Age, with secondary factors like increases in greenhouse gases accounting for the magnitude of the change.",-0.41519457000000004,
Preventing global warming is relatively cheap; business-as-usual will cause accelerating climate damage costs that economists struggle to even estimate.,,Researchers have warned that current economic modeling may seriously underestimate the impact of potentially catastrophic climate change and point to the need for new models that give a more accurate picture of potential damages.,0.50161433,
The atmosphere of the Earth is less able to absorb shortwave radiation from the Sun than thermal radiation coming from the surface.,,"Sunlight on the surface of Earth is attenuated by Earth's atmosphere, so that less power arrives at the surface (closer to 1,000 W/m2) in clear conditions when the Sun is near the zenith.",0.9230240999999999,
More than 500 scientists and professionals in climate and related fields have sent a 'European Climate Declaration' to the Secretary-General of the United Nations,,"This scientific opinion is expressed in synthesis reports, by scientific bodies of national or international standing, and by surveys of opinion among climate scientists.",0.87218857,
"Through its impacts on the climate, CO2 presents a danger to public health and welfare, and thus qualifies as an air pollutant",,An air pollutant is a material in the air that can have adverse effects on humans and the ecosystem.,0.8027286,
Lindzen and Choi find low climate sensitivity,,Lindzen has given estimates of the Earth's climate sensitivity to be 0.5 °C based on ERBE data.,0.9319066,
"Sea level rise of 65 centimeters, or roughly 2 feet would cause significant problems for coastal cities around the world.",,A rise of 2.4 m (8 feet) is physically possible under a high emission scenario but the authors were unable to say how likely.,0.5608602999999999,
"The ""decline"" refers to a decline in northern tree-rings, not global temperature, and is openly discussed in papers and the IPCC reports.",,"This ""decline"" referred to the well-discussed tree-ring divergence problem, but these two phrases were taken out of context by global warming sceptics, including US Senator Jim Inhofe and former Governor of Alaska Sarah Palin, as though they referred to some decline in measured global temperatures, even though they were written when temperatures were at a record high.",-0.20832046999999998,
"Over 31,000 scientists signed the OISM Petition Project",,"As of 2013, the petition's website states, ""The current list of 31,487 petition signers includes 9,029 PhD; 7,157 MS; 2,586 MD and DVM; and 12,715 BS or equivalent academic degrees.",0.49553650000000005,
"Glaciers are in rapid retreat worldwide, despite 1 error in 1 paragraph in a 3000 page IPCC report.",,Glaciers have been retreating worldwide for at least the last century; the rate of retreat has increased in the past decade.,0.87174624,
Hurricane Harvey gave Houston and the surrounding region a $125 billion lesson about the costs of misjudging the potential for floods,,"""Hurricane Harvey was year's costliest U.S. disaster at $125 billion in damages"".",0.9273984399999999,
The contribution of waste heat to the global climate is 0.028 W/m2.,,Global forcing from waste heat was 0.028 W/m2 in 2005.,0.98758155,
The most recent satellite data show that the earth as a whole is warming.,,The current scientific consensus on climate change is that the Earth underwent global warming throughout the 20th century and continues to warm.,0.45998800000000006,
"Shelters in poorer countries are not repainted as often, and darker stations absorb more of the sun’s energy.",,"Acute conditions such as sunburn, dehydration, heat stroke and allergic reactions are also common.",0.6746429,
"Despite attention on global warming, ""fewer Americans carpool today to work than carpooled in 1980"" and ""SUVs have never been a larger proportion of the vehicles being sold in this country.""",,"The SUV segment further grew to 26% of the global passenger car market in 2016, then to 36.8% of the market in Q1–Q3 of 2017.",-0.7012780000000001,
"Extreme high temperatures were seen from India — where the city of Phalodi recorded temperatures of 51 degrees Celsius (123.8 Fahrenheit) in May, a new national record — to Iran, where a temperature of 53 degrees Celsius (127.4 F) was recorded in Delhoran on July 22.",,"On 2 June 2019, the city of Churu recorded a temperature of 50.8 °C (123.4 °F), only one-fifth of a degree Celsius short of the country's highest-ever temperature, 51 °C (124 °F) during the 2016 heat wave.",0.14918329000000008,
"The ""decline"" refers to a decline in northern tree-rings, not global temperature, and is openly discussed in papers and the IPCC reports.",,"The issues with tree rings had not been hidden, but were extensively discussed in scientific literature and in IPCC reports.",0.69618446,
"“‘If you remove the ice shelf, there’s a potential that not just ice-cliff instabilities will start occurring, but a process called marine ice-sheet instabilities,’ says Matthew Wise, a polar scientist at the University of Cambridge.",,"Secondly, melting of the ice shelves, the floating extensions of the ice sheet, leads to a process named the Marine Ice Cliff Instability.",0.24028282,
"Last December, the respected  journal “Oceanography” published projections (see graphic below) for this rising acidity, measured by falling pH",,Limiting global warming to below 2 °C would imply a reduction in surface ocean pH of 0.16 from pre-industrial levels.,0.8652302000000001,
"In particular, satellite data demonstrate for the last 17 years, there's been zero warming.",,"In March 2015, he said that some people are ""global warming alarmists"" and, citing satellite temperature measurements, said that there had been no significant warming in 18 years.",-0.04932848700000003,
"Through decades of research, it has become clear that human civilization, roughly 6,000 years old, developed during an unusually stable period for global sea levels.",,"Though most of human existence has been sustained by hunting and gathering in band societies, many human societies transitioned to sedentary agriculture approximately 10,000 years ago, domesticating plants and animals, thus enabling the growth of civilization.",0.9687233,
"Barack Obama and Joe Biden will establish a 10 percent federal Renewable Portfolio Standard (RPS) to require that 10 percent of electricity consumed in the U.S. is derived from clean, sustainable energy sources, like solar, wind and geothermal by 2012.",,"A Renewable Portfolio Standard (RPS) is a mandate that requires electricity providers to supply to their customers a minimum amount of power from renewable sources, usually as a percentage of total energy use.",0.9500059999999999,
"In looking at Earth’s past, scientists can predict what the future will look like",,Scientific inquiry generally aims to obtain knowledge in the form of testable explanations that scientists can use to predict the results of future experiments.,0.85887563,
Water vapour is the most dominant greenhouse gas.,,"While water vapour (~50%) and clouds (~25%) are the biggest contributors to the greenhouse effect, they increase as a function of temperature and are therefore considered feedbacks.",0.77510345,
What they find is sea level rise has been steadily accelerating over the past century.,,"More precise data gathered from satellite radar measurements reveal an accelerating rise of 7.5 cm (3.0 in) from 1993 to 2017, which is a trend of roughly 30 cm (12 in) per century.",0.17696503000000008,
"Increased CO2 makes more water vapor, a greenhouse gas which amplifies warming",,Water vapor responds to and amplifies effects of the other greenhouse gases.,0.8070797999999999,
Climate change is a hoax invented by the Chinese.,,"Donald Trump tweeted in 2012 that the Chinese invented ""the concept of global warming"" because they believed it would somehow hurt U.S. manufacturing.",0.13087872000000011,
"The atmosphere and ocean have warmed, the amounts of snow and ice have diminished, and sea level has risen.",,"Between 1993 and 2017, the global mean sea level rose on average by 3.1 ± 0.3 mm per year, with an acceleration detected as well.",0.4926108,
"While urban areas are undoubtedly warmer than surrounding rural areas, this has had little to no impact on warming trends.",,"On the other hand, one 1999 comparison between urban and rural areas proposed that urban heat island effects have little influence on global mean temperature trends.",0.4642453500000001,
Various independent measurements of solar activity all confirm the sun has shown a slight cooling trend since 1978.,,"These measurements indicate that the Sun's total solar irradiance has not increased since 1978, so the warming during the past 30 years cannot be directly attributed to an increase in total solar energy reaching the Earth (see graph above, left).",0.21103121000000002,
"Scientific analysis of past climates shows that greenhouse gasses, principally CO2, have controlled most ancient climate changes.",,"Scientists have determined that the major factors causing the current climate change are greenhouse gases, land use changes, and aerosols and soot.",0.9295221,
The most recent IPCC report lays out a future if we limit global heating to 1.5°C instead of the Paris Agreement’s 2°C.,,Deep reductions in non-CO2 emissions (such as nitrous oxide and methane) will also be required to limit warming to 1.5 °C.,0.6638989,
Humans have been through climate changes before- but mostly cold ones and,,"Their ultimate extinction coincides with Heinrich event 4, a period of intense cold and dry climate causing their preferred forest landscape to give way to steppeland, and future Heinrich events are also associated with massive cultural turnovers where European human populations collapsed.",0.03570440400000008,
Arctic sea ice loss is matched by Antarctic sea ice gain.,,"""Mass gains of the Antarctic ice sheet exceed losses"".",0.8763004000000001,
"During a state House debate on a jobs and energy bill this week, Democrats offered an amendment that would put the Legislature on record saying that climate change is real and that humans are causing it.",,"In a speech in April 2012, Kasich acknowledged that climate change is real and is a problem.",0.91827524,
"For the past 4567 million years, the sun and the Earth’s orbit have driven climate change cycles.",,The Milankovitch cycles are a set of cyclic variations in characteristics of the Earth's orbit around the Sun.,0.92272556,
Global warming is an increasingly urgent problem.,,"People who regard climate change as catastrophic, irreversible, or rapid might label climate change as a climate crisis or a climate emergency.",0.8264053,
Global warming is causing snow to disappear.,,"This effect results in the increased absorption of radiation that accelerates melting.""",-0.14255992000000017,
"Sending oscillating microwaves from an antenna inside a vacuum through an electromagnetic field through a dielectric material, such as water, creates radio frequency heating at the molecular level",,"A microwave oven passes microwave radiation at a frequency near 2.45 GHz (12 cm) through food, causing dielectric heating primarily by absorption of the energy in water.",0.9589439,
This increase is the result of humans emitting more carbon dioxide into the atmosphere and hence more being absorbed into the oceans.,,"More recently, anthropogenic activities have steadily increased the carbon dioxide content of the atmosphere; about 30–40% of the added CO2 is absorbed by the oceans, forming carbonic acid and lowering the pH (now below 8.1) through a process called ocean acidification.",0.5042647,
"Over 31,000 scientists signed the OISM Petition Project",,"The OISM website states that ""several members of the Institute's staff are also well known for their work on the Petition Project"", and that the petition has ""more than 31,000"" signatures by scientists.",0.9617597,
Water vapour is the most dominant greenhouse gas.,,"Water vapor is the most abundant greenhouse gas and is the largest contributor to the natural greenhouse effect, despite having a short atmospheric lifetime (about 10 days).",0.7481491600000001,
"Scientists have known for some time, from multiple lines of evidence, that humans are changing Earth’s climate, primarily through greenhouse gas emissions.",,"In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases.",0.5580387,
‘Clean coal’ is an approach in which the emissions from coal-burning power plants would be captured and pumped underground.,,Carbon capture and storage (CCS) is a method to mitigate climate change by capturing carbon dioxide (CO2) from large point sources such as power plants and subsequently storing it away safely instead of releasing it into the atmosphere.,0.86841846,
"About 120,000 years ago, before the last ice age, the planet went through a natural warm period, with temperatures similar to those expected in coming decades.",,[citation needed] The Holocene climatic optimum (HCO) was a period of warming in which the global climate became warmer.,0.9102676999999999,
"Humans are small but powerful, and human CO2 emissions are causing global warming.",,"Human activity since the Industrial Revolution has increased the amount of greenhouse gases in the atmosphere, leading to increased radiative forcing from CO2, methane, tropospheric ozone, CFCs, and nitrous oxide.",0.6731994000000001,
"Arctic, Antarctic and Greenland ice loss is accelerating due to global warming.",,"Around much of Earth, deglaciation during the last 100 years has been accelerating as a result of climate change, partly brought on by anthropogenic changes to greenhouse gases.",-0.33625445,
Over 97 percent of the scientific community â¦ believe that humans are contributing to climate change.,,"Of these, 97% agree, explicitly or implicitly, that global warming is happening and is human-caused.",0.7313303,
"“Moreover, the ocean already contains so-called oxygen minimum zones, generally found in the middle depths.",,These areas are also known as oxygen minimum zones (OMZ).,0.88913417,
Increases in atmospheric CO2 followed increases in temperature.,,"During the late 20th century, a scientific consensus evolved that increasing concentrations of greenhouse gases in the atmosphere cause a substantial rise in global temperatures and changes to other parts of the climate system, with consequences for the environment and for human health.",0.7099674999999999,
Satellite and surface measurements find less energy is escaping to space at CO2 absorption wavelengths.,,CO 2 absorbs and emits infrared radiation at wavelengths of 4.26 µm (asymmetric stretching vibrational mode) and 14.99 µm (bending vibrational mode) and consequently is a greenhouse gas that plays a significant role in influencing Earth's surface temperature through the greenhouse effect.,0.28700346,
"In their worst-case scenario, the sea level could rise by six feet by the end of this century, and the pace could pick up drastically in the 22nd century.",,"A number of later studies have concluded that a global sea level rise of 200 to 270 cm (6.6 to 8.9 ft) this century is ""physically plausible"".",0.2234210700000001,
"The warming trend is the same in rural and urban areas, measured by thermometers and satellites.",,"For example, urban and rural trends are very similar.",0.9239828999999999,
"An area of coastal ecosystems larger than New York City is destroyed every year, removing an important buffer from extreme weather for coastal communities and releasing carbon dioxide into the atmosphere.",,"""special protection and perservation of peat bogs, wetlands, marshlands and mangrove swamps to ensure carbon dioxide is absorbed from the atmosphere.""",0.80856645,
"""His [Dr Spencer's] latest research demonstrates that – in the short term, at any rate –  the temperature feedbacks that the IPCC imagines will greatly amplify  any initial warming caused by CO2 are net-negative, attenuating the  warming they are supposed to enhance.",,"Both theory and climate models indicate that global warming will reduce the rate of temperature decrease with height, producing a negative lapse rate feedback that weakens the greenhouse effect.",0.09734606999999995,
"In other words, we have, trapped in Arctic permafrost, twice as much carbon as is currently wrecking the atmosphere of the planet, all of it scheduled to be released at a date that keeps getting moved up, partially in the form of a gas that multiplies its warming power 86 times over.",,"Release of methane and carbon dioxide stored in permafrost could cause abrupt and severe global warming, as they are potent greenhouse gases.",0.5969652000000001,
"The Obama administration ""has been constrained by the Oil Pollution Act of 1990, which basically gives the responsible party the lead role in trying to not only fix the problem, but contain the problem.""",,"Obama's approach of selectively combining regulation and incentive to various issues in the domestic energy policy, such as coal mining and oil fracking, has received mixed commentary for not being as responsive to the needs of the domestic manufacturing sector as needed, following claims that the domestic manufacturing sector utilizes as much as a third of the nation's available energy resources.",0.19109865999999998,
Climate sensitivity can be calculated empirically by comparing past temperature change to natural forcings at the time.,,One way is to use estimates of global radiative forcing and temperature directly.,0.6884774,
"Sea ice continued its declining trend, both in the Arctic and Antarctic.",,"Sea ice is currently in decline in area, extent, and volume and summertime sea ice may cease to exist sometime during the 21st century.",0.23255044000000002,
"Each year sees the disappearance of thousands of plant and animal species which we will never know, which our children will never see, because they have been lost for ever.",,"In June 2019, one million species of plants and animals were at risk of extinction.",0.13846877000000002,
"Every part of the Earth's climate system has continued warming since 1998, with 2015 shattering temperature records.",,Multiple independently produced instrumental datasets confirm that the 2009–2018 decade was 0.93 ± 0.07 °C warmer than the pre-industrial baseline (1850–1900).,-0.15859982000000017,
"The current debate on the connection between CO2 emissions and climate change has largely overlooked an independent and equally serious problem, the increasing acidity of our oceans.",,"Also, the Intergovernmental Panel on Climate Change (IPCC) writes in their Climate Change 2007: Synthesis Report: ""The uptake of anthropogenic carbon since 1750 has led to the ocean becoming more acidic with an average decrease in pH of 0.1 units.",0.8012367500000002,
warmer oceans have also begun to destabilize glaciers in Greenland and Antarctica,,"In Greenland, glacier retreat has been observed in outlet glaciers, resulting in an increase of the ice flow rate and destabilization of the mass balance of the ice sheet that is their source.",0.42639917000000005,
There is a link between climate change and the NSW bushfires.,,White House explains the link between Climate Change and Wild Fires.,0.2916599500000001,
