premise,correct,incorrect,pos_neg_sim,pos_sim,neg_sim,difference,sentence_mode,embedding_details,distance_metric,original_index
['A man sitting up on a chair with a umbrella. A man sitting on a post of some sort during the day. A lifeguard seat situated high above the swimmers. A lifeguard sits on his post and watches.'],['A lifeguard sitting on his tower under an umbrella. '],['A person slices a pizza fresh out of the oven.'],0.8620103597640991,0.9336585402488708,0.948894202709198,-0.015235662460327148,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,177
['A snowboard sits on the ground partially covered in powder. a snow board sits on some snow  A snow covered snowboard sits on the snow covered ground. A snowboard laying on snow covered ground covered in snow.'],"['A snowboard lies in the snow, partly covered by snow.']",['The man watches the little boy on the surf board. '],0.8931559324264526,0.9581948518753052,0.8939576745033264,0.06423717737197876,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,178
['A cat is sitting on a desk next to a computer. A cat is sitting by a computer on a desk. A cat sits on a desk in front of a computer.  A cat on a desk next to a keyboard and computer'],['A cat sits on a computer desk next to a keyboard.'],['A small dog is chewing on a chew toy.'],0.9296077489852905,0.9896873831748962,0.9506310820579529,0.03905630111694336,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,179
['A plate of cookies next to a cats tail. The gray cat is uninterested in the brown and white cat-shaped cookies. A plate filled with cat shaped treats near a cat tail. a wooden table with the tail of a cat and a plate of cookies'],"[""An animal's tail is curled on the floor near a polka dot plate with cat shaped cookies on it.""]",['A living room with two windows filled with furniture.'],0.8832091689109802,0.9321891069412231,0.872204601764679,0.05998450517654419,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,180
"['Office space with office equipment on desk top. A hope office setup of computers and printers. a home office with laptop, printer, scanner, and extra monitor The computer desk in the corner is by a window.']","['A laptop, monitor, printer and tablet on a desk.']",['A man who is in some water on his snowboard.'],0.8685491681098938,0.9263808131217957,0.9263299107551575,5.0902366638183594e-05,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,181
['Men playing soccer in a green field while the coach looks on. there are many men on the field playing soccer Men playing soccer on a soccer field  Two teams chase a player that has kicked a soccer ball.'],['a group of guys playing a soccer game '],['Double Decker bus stopping at a bus stop with people. '],0.8577005863189697,0.9389655590057373,0.8887543678283691,0.050211191177368164,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,182
['a close up of a cat laying on a laptop A cat that is curled up on a laptop A cat resting on a green laptop during the day. a cat sitting on top of a laptop on a chair.'],['A cat sits on top of a closed laptop. '],"['The room has a dining table, a television, and a coffee table.']",0.9217172265052795,0.9829124212265015,0.9370366334915161,0.04587578773498535,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,183
['A brown cat laying in a white bathroom sink. A little cat peeking up from inside a bathroom sink. A cat peeking out from a bathroom sink. A cat in a sink and having his/her head stick out.'],['A picture of a cat lying inside a dry sink'],"['A kitchen with a sink, cutting board and refrigerator.']",0.9170721769332886,0.9416412115097046,0.9340412616729736,0.007599949836730957,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,184
['A bloody unconscious man being looked after in a hospital.  A man lies on the ground after being injured.  Injured man receiving attention from an emergency medical technician An injured man in bad condition lays on a medical table'],['A picture is taken of a man injured in the hospital.'],['A living room with a cream colored couch'],0.8890972137451172,0.9389392137527466,0.8810059428215027,0.057933270931243896,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,185
['Two bowls that have food inside of them. A bowl of potatoes and onions next to some broccoli. A side of pork chops and broccoli is on the table.  Two plates of food and vegetables are sitting on a table.'],['Broccoli and potatoes displayed next to each other on white dishes'],['a table that has a very large piece of pizza on it'],0.8540551662445068,0.9056392908096313,0.953338623046875,-0.04769933223724365,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,186
['a person laying in a bed with a window  woman laying on a bed wearing patterned black stockings a woman in white shirt laying on a bed with striped sheets. A very attractive lady in stalkings is laying on the bed with her feet up. '],['Young lady with her legs in the air laying on a bed in a room.'],['Two men serve up food from giant pots outside.'],0.6823647618293762,0.9785537123680115,0.6899700164794922,0.2885836958885193,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,187
['A street post with three different street signs on it The pole has three different street names on it. Three street signs that are in a residential neighborhood. A street sign with three signs mounted on i'],['A street sign has three different streets on it.'],['Middle aged dark-haired woman on telephone with a teddy bear beside her.'],0.8737325072288513,0.9750075340270996,0.9037195444107056,0.07128798961639404,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,188
"['A bathroom with a narrow toilet and hanging towels.  A bathroom with a tank with the flusher on it. A clean bathroom with a sink, mirror and stylish toilet. A bathroom is shown with a sink and a toilet.']","['A hotel bathroom with white towels, sink and toilet.']",['Several young women playing soccer on the field.'],0.7967041730880737,0.9179320335388184,0.8253483772277832,0.09258365631103516,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,189
['A cat is resting peacefully on a laptop while surfing the web. A cat laying on top of a computer keyboard. a cat is sleeping on top of a laptop keyboard a cat napping on the laptop while on firefox'],['The cat is sleeping on the keyboard of the laptop.'],['A butterfly sits on an open orange. '],0.8198717832565308,0.9418137073516846,0.9023694396018982,0.03944426774978638,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,190
['A baseball pitcher throwing a ball during a baseball game. a baseball player throwing a ball from the pitchers mound A pitching about to throw a baseball at a game. A pitcher winding up to throw a fastball.'],['A baseball player pitching a ball on a baseball field.'],['A street sign has three different streets on it.'],0.8861134052276611,0.9775606393814087,0.8812129497528076,0.09634768962860107,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,191
['A cow on a small hill with surrounding mountains in the background. there is a cow standing on a small hill next to mountains A cow standing on top of a green hillside. A brown and white cow standing on a grassy hill. '],['A cow stands on a grassy are near a mountain. '],['A beautiful Victorian living room as seen through double french doors.'],0.810611367225647,0.961135745048523,0.8379110097885132,0.12322473526000977,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,192
"['A runway for airplane with one dual propellor plane parked on the runway and a person walking away from the plane. A small passenger plane is loading some passengers luggage onto it. there is a plane on the runway in the mountain lands A man is walking down a wet tarmac, away from the jet.']",['An airplane sitting at a cold runway being unloaded.'],['Two people walking along a side walk next to a train on the tracks.'],0.8558355569839478,0.8731653690338135,0.9615899920463562,-0.08842462301254272,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,193
['A person holding a remote in their hand. a person has a wii remote in their hand  A person holding two Nintendo Wii game controllers. A person holding a red and white Nintendo Wii controller.'],['A man holding a remote seated next to a suit case'],['Two giraffe stand near each other eating from a feeder. '],0.844954252243042,0.9504055976867676,0.8842799067497253,0.06612569093704224,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,194
['A group of people that are standing near a gate. A person walking along a metal fence holding up an umbrella. some people are standing behind a black fence a group of people stand behind a fence '],['Several people holding balloons and standing behind a fence.'],"['A etched bowl with lemons, bananas and avocados.']",0.8135708570480347,0.9077190160751343,0.855599582195282,0.052119433879852295,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,195
"[""A bus stopped on the side of the road while people board it. there is a bus that has a bike attached to the front People getting on a bus in the city People standing next to a bus that's on the street. ""]",['A city bus with a bicycle on the front makes a stop for people to board.'],['A man flying into the air while riding a skateboard.'],0.9239619970321655,0.9839085936546326,0.9276425838470459,0.05626600980758667,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,196
['A picture of some food on a plate An assortment of broccoli and cauliflower is arranged. a mixture of broccoli and cauliflower on a white platter A white dish filled with broccoli and cauliflower.'],['Broccoli and cauliflower florets cut into small pieces and spread around.'],['One white and red plane and one grey plane on the ground'],0.7279257774353027,0.6173686981201172,0.8731864094734192,-0.255817711353302,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,197
['A man who is looking at a baseball bat. A man standing with a baseball bat in a room. A man is holding a baseball bat next to a Military dressed man.  a guy showing another guy a base ball bat'],['A man looking down at a baseball bat that he is holding in his hands '],['Two people playing a video game on a television.'],0.9381341934204102,0.961736798286438,0.9438671469688416,0.017869651317596436,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,198
"['A living room are with a fireplace and wooden furniture. A living room has a couch, a lamp, and a fireplace. Wood is stockpiled in the living room beside the fireplace.  a table in a wood floored living room']",['a living room full of chairs and a big window '],['There is an old-looking clock in the middle of a neighborhood. '],0.8997432589530945,0.9549136161804199,0.9380955696105957,0.01681804656982422,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,199
['A group of people on a court with tennis rackets. A young man holding a tennis racquet on a court. a group of people playing tennis out side A boy on a tennis court with other players.'],['A  young man with a tennis racquet in his hand'],['A person waits with an umbrella as cars drive down a rainy street.'],0.932699978351593,0.9721032381057739,0.9429301023483276,0.02917313575744629,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,200
['An airplane getting ready to take off at the airport The airport is busy with the various planes and vehicles. A jumbo jet plane with a machine pulling it through the yard. An airplane being checked by airplane mechanics in an airport.'],['A airplane sits on a run way at a busy airport.'],['Electronic parking fee machine with cars on the side of a road'],0.8965914845466614,0.9086442589759827,0.9383346438407898,-0.02969038486480713,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,201
['Woman riding her bike down a small side path. A woman walking past a bar with a bicycle parked in front of it. A woman rides her bicycle down a narrow street. The woman rides her bike down a small alleyway.'],['Looking out from a bar window a woman can be seen on a bicycle.'],"[""An animal's tail is curled on the floor near a polka dot plate with cat shaped cookies on it.""]",0.9052045345306396,0.9503321051597595,0.8988895416259766,0.05144256353378296,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,202
['A man taking a swing at a tennis ball A tennis match in progress with one of the contestants throwing the ball into the air getting ready to serve. The tennis player tries in vain to hit the high ball. A tennis player tosses a ball straight up into the air on a tennis court.'],"['A tennis player playing a match and throwing up the ball, about to serve.']",['A table topped with hot dogs and fries.'],0.8534076809883118,0.9772067666053772,0.8418446779251099,0.13536208868026733,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,203
['A wooden table with an inverted umbrella on it. A beige outdoor umbrella is blown upside down. A white umbrella that has been blown up the wrong way. An umbrella on a backyard patio is upturned from the wind. '],['A patio umbrella pointed inside out over a picnic table.'],['The vegetables and other groceries are collected in the white pale.'],0.7477487921714783,0.8730250597000122,0.9060477018356323,-0.03302264213562012,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,204
"['Two dogs are playing on the beach catching a Frisbee.  Of two dogs, only one may be the victor. A dog catching a frisbee by another dog on a beach. Dog jumping up in the air to catch a Frisbee in the summer time.']",['A dog jumping up into the air to catch a frisbee.'],['a motor cycle sits parked next to a bunch of other bikes'],0.9315528869628906,0.9658330678939819,0.9441319108009338,0.021701157093048096,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,205
['An individual is holding a book and reading it in its bed.  A person laying in bed holding a book in their hand. A person laying in bed holding an open book. A person reading a book while lying in bed.'],['Person laying down reading a book at night.'],['Wrought iron bars over a round window in a stone building face.'],0.8488227128982544,0.8864554166793823,0.9113224744796753,-0.02486705780029297,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,206
"[""A dog sitting on a couch while staring out a window. a white and brown dog is sitting in a red chair A dog is sitting on a couch with it's head turned to look out of the window.  A dog lays on a red couch as he looks out a window.""]",['A dog sitting on a chair looking out a window.'],['The cars at the intersection are waiting for the pedestrians to cross.'],0.8328943252563477,0.9675377011299133,0.9039005637168884,0.0636371374130249,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,207
['A bathroom filled with toilets and a tub next to a sink. A dirty bathroom with two toilets and a sink.  A small very dark and dingy looking rest room with old equipment. This bathroom which includes a bidet is very dirty.'],['This bathroom seems to be very dirty and old'],['Three benches sitting on a deck by the water.'],0.7905812859535217,0.8789291381835938,0.9165875911712646,-0.0376584529876709,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,208
['The elephant is walking around in the park. A man sitting on top of an elephant in a grassy area.  Man riding elephant outside under tree in front of building. An elephant sticking its trunk to the ground.'],['A man riding an elephant in the evening.'],['A group of people ski on a snowy mountain.'],0.9254463911056519,0.9725103974342346,0.9432730674743652,0.029237329959869385,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,209
['A surfer is at the peak of a wave and circling around. a person riding a surf board on a wave A person that is riding a wave in the water. A person on a surfboard catching a wave in the ocean. '],['Surfer riding the height of a full wave.'],['A herd of elephants  being herded into a river while tourists take photos.'],0.8724758625030518,0.9406203031539917,0.916796088218689,0.023824214935302734,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,210
['Person surfing on surfboard with waves and trees A man on a surfboard riding the waves in a river. A man in a wetsuit is surfing down a river wake.  A surfer is surfing in a wave pool. '],['a man that is surfing in some waves '],"['A slice of pizza, greens, two wine glasses with two bottles on the table ']",0.8949060440063477,0.9604736566543579,0.9220314621925354,0.03844219446182251,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,211
"['A green tile bathroom with sink, drawers, toilet, and window. A sink with wooden cabinets in a tile bathroom A bathroom with green tiled walls and a white vanity. A tiled bathroom with a white single sink vanity.']",['A bathroom with many green tiles line the walls. '],['A black poodle mix is catching a toy.'],0.8702336549758911,0.942782461643219,0.9078878164291382,0.03489464521408081,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,212
['two women sitting and looking at a cell phone  two people siting on a curb with a cell phone  Two women are sitting outside and looking at a phone. Two women discussing a cell phone while sitting on a garden edge'],['A woman shows a man her cellphone while sitting. '],['A BOY IS OUT ON THE PARK FLYING A KITE'],0.8807293176651001,0.9031771421432495,0.9373612403869629,-0.03418409824371338,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,213
['The Stop sign has been hit and is leaning to the side. A stop sign sits crooked in the grass outside. a stop sign that is knocked over in the grass A tilted signpost with attached street signs next to a road.'],"[""A red stop sign leaning over on it's side.""]",['A baby lamb is standing alone in grass'],0.8328299522399902,0.9041656851768494,0.9274359345436096,-0.023270249366760254,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,214
['A little girl laying on top of a bed on her stomach. A girl wearing a hat sitting on her bed.  A young girl sitting in her bed and smiling at someone. The young girl with the rainbow hat is sitting up in her bed. '],['A little in a hat sits on a bed.'],['A small black goat sits next to a white large goat.'],0.8457118272781372,0.9445778131484985,0.860927939414978,0.08364987373352051,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,215
['A left handed baseball player swinging a bat in front of a catcher and umpire. a baseball player swinging a bat at a ball  A man hitting a baseball in a professional baseball game. Baseball player hitting a ball with a baseball bat.'],['A baseball batter trying to hit a baseball.'],['two horses standing in the grass by a bighouse '],0.8968396186828613,0.9641174674034119,0.9267065525054932,0.0374109148979187,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,216
['A bathroom that has a white toilet with the seat lifted up and various rolls of toilet paper on the top of the toilet tank. Toilet with seat up in tiled bathroom with door open. a bathroom that has a toilet in side it A public restroom with tissue sitting on top of the toilet.'],['Toilet paper stacked on he back of the toilet'],['There is a very large cake with fondant decoration'],0.7946546077728271,0.9437940120697021,0.8779788017272949,0.06581521034240723,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,217
"['A washer, sink and a refrigerator all in a corner room? A kitchen that has a refrigerator next to a sink. The small area in the apartment is clean and ready for us to use. A small refrigerator, sink and a stove next to each other.']",['a kitchen with a refrigerator a sink and a washing machine '],['A group of birds that are standing in the sand.'],0.8834489583969116,0.9502297639846802,0.9550995826721191,-0.004869818687438965,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,218
['Many cows are standing and lying on a bench. A group of cattle walking and resting on a beach. many different animals on a near beach near the water an image of a herd of cows on the beach'],['A group of horses mill about on a beach.'],['A husky dog sits in front of his owner.'],0.9367034435272217,0.9738320708274841,0.9389697909355164,0.03486227989196777,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,219
['A group of people with surfboards walk on the beach. Several people walking on a beach carrying surfboards. a number of people on a beach holding surf boards A man in shirts carrying a surfboard to the water'],['A view of a beach with two surf boarders and a couple walking.'],['A pizza is on a white pan on a grill.'],0.9420548677444458,0.9701123833656311,0.9551196694374084,0.014992713928222656,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,220
['And animal stands on a table while a bear rides a bicycle. An animal on top of a table while a bear rides a bike. Animals and their trainers perform tricks on stage.  A white dog stands on a table at a dog show.'],['A dog stands on top of a table in front of a group.'],['Young lady with her legs in the air laying on a bed in a room.'],0.9588520526885986,0.9552711248397827,0.9387180805206299,0.016553044319152832,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,221
['A man is sitting at a table with a plate full of food. A man is sitting at the table of a restaurant with a plate full of food. A man holding food and smiling with a full plate of food on a table.  A picture of a plate of food on the table.'],['There are two plates on the table in the dark room.'],['A clock tower and dome top an old skyscraper.'],0.8077418804168701,0.9173668622970581,0.8372193574905396,0.08014750480651855,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,222
['A snowboarder crouching on his board in mid air. A snowboarder and his board caught mid flight A man flying through the air while riding a snowboard. A snowboarder jumping a hill on a snowy mountain.'],['A snowboarder grabs the back of her snowboard while jumping'],"['A long narrow plat holding a sandwich, waffle chips, and some salad. ']",0.8473410606384277,0.9401447772979736,0.9063509106636047,0.033793866634368896,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,223
['A red fire hydrant in front of a skyscraper An orange fire hydrant outside a modern office building A view of a modern building with skylight and a fire hydrant. a red fire hydrant with a building in the background'],['A fire hydrant waits in front of a tall building.'],['A few people are walking on an Asian street filled with markets.'],0.8577088713645935,0.9768871665000916,0.9036118388175964,0.07327532768249512,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,224
['There is a man and a young girl snowboarding  A male skier is posing for the camera while a young girl is in the background.  A man on snowboard standing by a mountain. A man and a child who are in the snow.'],['A man and a little girl wearing snowboards. '],['Two men are doing work in a bathroom.'],0.8268716931343079,0.9098446369171143,0.938266932964325,-0.028422296047210693,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,225
['A woman standing next to a drawing of a tree holding a teddy bear. A girl sits holding a teddy bear in front of a tree with red leaves. A girls sits with a teddy bear in front of a painting.  A woman holds a phone in her hand as a white teddy bear.'],['Middle aged dark-haired woman on telephone with a teddy bear beside her.'],['A stoplight with a busy city street in the background.'],0.8811507225036621,0.9116954803466797,0.9671557545661926,-0.05546027421951294,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,226
['A group of neck ties sitting next to each other. A group of ties consisting of different patterns and colors. An assortment of colored ties lie in a row. An assortment of different colored ties displayed in a row.'],['A close up several different colored ties and styles.'],['A man is typing on his computer while a sandwich and a bottle of coke is on either side of him.'],0.8039681911468506,0.8109222650527954,0.9489641189575195,-0.13804185390472412,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,227
['Ms Williams is participating in the championship tennis match. A woman in pink dress playing a game of tennis. pretty lady in a pink tennis dress with crowd of large crowd A lady dressed in pink playing a game of tennis.'],['A tennis player in a pink outfit about to play a match.'],['A large statue of roman people and lions with a blue and gold clock in the middle.'],0.9317232370376587,0.9633198976516724,0.9606385231018066,0.0026813745498657227,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,228
"['A man sitting at a game eating a hot dog. A man at a sporting event eating concession food. A man sitting in an arena, eating something from the concession stand. A man in a brown hat and a green coat sits in a stadium eating a sandwich.']",['a man sitting in a stadium seat eating a hot dog'],['The door to the train is open at the depot.'],0.8364500403404236,0.9806398153305054,0.881173849105835,0.09946596622467041,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,229
['A room cluttered with old furniture and old rugs. A bunch of different couches and chairs that are on a carpet. An open living room has a wicker rocking chair. this is a living room with furniture and rugs'],['Living room full of different vintage furniture and television'],['Green leafy vegetables and carrots laying on a bag.'],0.7072240114212036,0.8415834903717041,0.8706377744674683,-0.02905428409576416,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,230
['A fat man is playing golf on the Wii. A man prepares to hit the ball in Wii golf. A man is playing a Wii golf game. A man holding a white Nintendo Wii game controller.'],['A man lines up his shot while playing a video game'],['A group of people with their faces painted in makeup'],0.8610600233078003,0.9242845773696899,0.9195816516876221,0.004702925682067871,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,231
"['Men on a baseball diamond playing baseball, a man just swung A professional baseball pitcher reacting to a struck ball. a pitcher looking like hes going to fall as the batter swings his bat  A baseball game played by adults in uniforms.']",['The action in a baseball game is in full swing.'],['The computer on the desk was left on in the room.'],0.9502695798873901,0.9426932334899902,0.9092460870742798,0.03344714641571045,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,232
"['A view of a bed, chair, and window treatments. A hotel room with a sleigh bed in it. A bedroom with a sleigh style bed and a chair with a foot rest in front of it. this room has a very large bed and a red chair ']",['A backpack rests in a chair next to a bed in a motel room.'],['a motor cycle sits parked next to a bunch of other bikes'],0.951866626739502,0.957059383392334,0.9403778314590454,0.016681551933288574,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,233
['A desk holds a computer and leftover food containers. A messy office is equipped with a view of a rooftop and skyscrapers. Small office workspace with multiple computer monitors and office equipment.  a work desk with a laptop and a monitor on top'],['An office with a cluttered desk and large window.'],['Orange cone and microwave sitting at the curb.'],0.8013038635253906,0.9255759119987488,0.8395624756813049,0.08601343631744385,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,234
['A banana peal on a piece of board. A banana hanging from the side of a wooden fence. A banana peel hanging over the top rung of a wooden fence. A banana peel draped over a fence board '],['A peeled banana sitting on a wooden fence. '],['Big Ben is next door to an apartment building. '],0.7107962965965271,0.9396109580993652,0.7926624417304993,0.14694851636886597,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,235
['A street sign in front of a tall building with lots of windows. A street sign placed very close to some windows on a building. SIGNS ON A STREET CORNER IN FRONT OF A GREEN BUILDING There are street signs on a pole near a building.'],['A pole holding various street signs in from of a building.'],['Two personal sized pizzas on a dining table in front of people. '],0.9516646862030029,0.9767423868179321,0.9558855891227722,0.020856797695159912,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,236
['an elephant is carrying some plants in its tusk An elephant is shown wearing a platform for riding. A large elephant standing next to a bunch of trees. An elephant with a saddle eats some food'],"[""An elephant wearing a saddle holds leaves in it's trunk.""]",['A man wearing a suit is taking a self portrait with a camera.'],0.8776744604110718,0.9494677186012268,0.9196605682373047,0.02980715036392212,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,237
"[""A light brown bird perched on a cup someone is holding with trees in the background. A bird sitting on the edge of a cup being held by someone's hand.  Bird sitting on edge of ceramic cup being held by human hand. An exotic looking bird sitting on a cup in a persons hand.""]","[""A bird is perched on a container in a person's hand.""]",['Large bowls of banana bunches being examined by a female buyer.'],0.8733891248703003,0.9559047222137451,0.9250583052635193,0.03084641695022583,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,238
['A shirtless man grilling a lot of chicken breasts. A shirtless man preparing chicken breasts on a grill. A man wearing no shirt is turning meat on a grill A man without a shirt is grilling some chicken.'],['A man without a shirt preparing chicken on top of a BBQ.'],['A large herd of animals on a grass field.'],0.9521042108535767,0.9796776175498962,0.935483455657959,0.044194161891937256,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,239
['A street sign is posted near the two story building. A view of St. Ann street with a warning sign in front. A tall white house sitting on the side of a road. a green and white sign on a black pole and some buildings '],['a old building on St. Ann street '],['There are bunk beds in the childrens room.'],0.8344599008560181,0.9467233419418335,0.896698534488678,0.05002480745315552,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,240
['a kid does a trick on a skate board  A man is riding a skateboard in the street. A young male skateboarder leaps above his board in the street.  This is a man about to fall on his face from failing a skateboard trick.'],['A young man doing tricks on the street with a skateboard.'],['A small donut at the bottom of a ceramic mug.'],0.9425584077835083,0.9786045551300049,0.9523887038230896,0.026215851306915283,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,241
['there is a white toilet and a sink in this bathroom  A container of antibacterial wipes in a bathroom. A light that is on above a mirror. this small bathroom has white sink and a toilet'],"['A small powder room with a sink and vanity, toilet, mirror, and an empty towel bar.']",['A airplane sits on a run way at a busy airport.'],0.8595507144927979,0.9033182263374329,0.9469811916351318,-0.043662965297698975,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,242
['A person standing on a walkway area and flying a kite in the air above him. A man flying a kite by a building. A man standing on a plaza looking at a bird flying above.  A man is standing outside next to large buildings.'],['A man is looking up as a large bird flies overhead.'],"['A kitchen with an oven, fridge and bowls on the table']",0.8716602325439453,0.9504420757293701,0.9229341149330139,0.0275079607963562,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,243
"['A kitchen with a white stove top oven. A kitchen with a stove, microwave, counters, cabinets and an opened pantry A stove and a microwave in a kitchen. A newly remodeled kitchen in a new home.']",['a white kitchen with a white stove and microwave'],['Half of a tennis court with two women on it and people in the crowd'],0.8734835386276245,0.9409390091896057,0.9276338219642639,0.013305187225341797,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,244
['A group of boats floating on a body of water. A big ship docked at a dock across the water from smaller boats at a dock. large boast are docked at a small pier The coast guard sits at the dock awaiting any mayday calls'],['Several boats that are in a body of water.'],['A person waits with an umbrella as cars drive down a rainy street.'],0.9006708860397339,0.9420827627182007,0.9253524541854858,0.016730308532714844,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,245
['The woman is tying her shoe on a bench next to a parked bicycle. A woman leaning down on a bench tying her shoe. a woman ties her show on a wooden bench  The woman is tying her shoe on the park bench.'],['A woman is tying her shoe on the bench'],"['three people in Japanese clothing, two are carrying umbrellas and all are wearing sandals and they are walking past parked bikes. ']",0.7903422117233276,0.9895966649055481,0.7953418493270874,0.1942548155784607,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity,246
