premise,correct,incorrect,pos_neg_sim,pos_sim,neg_sim,difference,sentence_mode,embedding_details,distance_metric
['found instead that the net change in ice mass is slightly positive at approximately 82 gigatonnes per year (with significant regional variation) which would result in Antarctic activity reducing global sea-level rise by 0.23\xa0mm per year.'],[],"['It “certainly puts the kibosh on everyone saying that Antarctica’s ice is just going up and up,” Meier said.']",,,0.9121100902557373,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['About half of the analyzed models show near-complete to complete sea ice loss in September by the year 2100.'],[],"['Arctic summer sea ice has shrunk by an area equal to Western Australia, and might be all gone in a decade.']",,,0.9384701251983643,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['While ‘climate change’ can be due to natural forces or human activity, there is now substantial evidence to indicate that human activity – and specifically increased greenhouse gas (GHGs) emissions – is a key factor in the pace and extent of global temperature increases.']",[],"['Human-produced carbon might be one of the factors [of climate change], but there’s simply no evidence that it is a significant one.']",,,0.9338414669036865,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['Land use change (mainly deforestation in the tropics) account for up to one third of total anthropogenic CO 2 emissions.'],[],['Human CO2 is a tiny fraction of CO2 emissions.'],,,0.8869529962539673,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['The extent of sea ice around Antarctica (in terms of square kilometers of coverage) has remained roughly constant in recent decades, although the amount of variation it has experienced in its thickness is unclear.']",[],"[""'Antarctic sea ice set a new record in October 2007, as photographs distributed by the National Oceanic and Atmospheric Administration showed penguins and other cold-weather creatures able to stand farther north on Southern Hemisphere sea ice than has ever been recorded.""]",,,0.9359945058822632,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Globally there are an estimated 7.7 million jobs associated with the renewable energy industries, with solar photovoltaics being the largest renewable employer.']",[],['Renewable energy investment kills jobs'],,,0.22095376253128052,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['The clear message from fingerprint studies is that the observed warming over the last half-century cannot be explained by natural factors, and is instead caused primarily by human factors.']",[],"['“So the bottom line of all this is that climate change is natural, not man-made.']",,,0.9602874517440796,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['After spending a week without significantly strengthening itself in the central Atlantic, it rapidly intensified into a powerful Category 5 hurricane while moving westward towards the Bahamas on August 23.']",[],['The 30 most costly hurricanes in U.S. history (according to federal data from January) show no increase in intensity over time.'],,,0.9425955414772034,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['So far, the Green Climate Fund has now received over $10 billion in pledges.']",[],"['U.S. Pays $1 Billion into Green Climate Fund, Top Polluters Pay Nothing']",,,0.8192038536071777,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['Most of the climatic warming over the last 50 years is likely to have been caused by increased concentrations of greenhouse gases in the atmosphere.'],[],"['So that means that probably about half, maybe half of that nine-tenths of the degree [of total warming] might be caused by greenhouse gases']",,,0.9569874405860901,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['For example, bicycling reduces greenhouse gas emissions while reducing the effects of a sedentary lifestyle at the same time.']",[],"['The argument that solving the global warming problem by reducing human greenhouse gas emissions is ""too hard"" generally stems from the belief that (i) our technology is not sufficiently advanced to achieve significant emissions reductions,']",,,0.9394222497940063,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Massive heat waves across North America were persistent in the 1930s, many mid-Atlantic/Ohio valley states recorded their highest temperatures during July 1934.']",[],['Heat waves have been decreasing since the 1930s in the U.S. and globally.'],,,0.8944399356842041,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['Human-caused increases in greenhouse gases are responsible for most of the observed global average surface warming of roughly 0.8\u202f°C (1.5\u202f°F) over the past 140 years.'],[],"['The minute increase of anthropogenic CO2\xa0in the atmosphere (0.008%) was not the cause of the warming—it was a continuation of natural cycles that occurred over the past 500 years.""']",,,0.9500757455825806,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['In his first paper on the matter, he estimated that global temperature would rise by around 5 to 6\xa0°C (9.0 to 10.8\xa0°F) if the quantity of CO 2 was doubled.']",[],"['His best estimate is that the  warming in response to a doubling of CO2 concentration, which may happen  this century unless the usual suspects get away with shutting down the  economies of the West, will be a harmless 1 Fahrenheit degree, not the 6  F predicted by the IPCC.""']",,,0.97666335105896,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['The effects of global warming include rising sea levels, regional changes in precipitation, more frequent extreme weather events such as heat waves, and expansion of deserts.']",[],"[""Extreme weather isn't caused by global warming""]",,,0.6497900485992432,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['The Framework Convention was agreed on in 1992, but global emissions have risen since then.']",[],['Phil Jones says no global warming since 1995.'],,,0.663273274898529,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['This acceleration is due mostly to human-caused global warming, which is driving thermal expansion of seawater and the melting of land-based ice sheets and glaciers.']",[],"['Sea-level rise does not seem to depend on ocean temperature, and certainly not on CO2']",,,0.8889676928520203,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['A key benefit that this investment growth brings is a growth in jobs.'],[],['Renewable energy investment kills jobs'],,,0.03733649104833603,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['Mean sea-level rise is projected to continue (very high confidence).'],[],"[""Tuvalu sea level isn't rising""]",,,0.42451271414756775,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['Sea level rise will continue over many centuries.'],[],['A fast transition away from fossil fuels in the next few decades could be enough to put off rapid sea-level rise for centuries.'],,,0.7240478992462158,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Atmospheric concentrations of anthropogenic (i.e., human-emitted) greenhouse gases have increased substantially.']",[],['Man-made greenhouse gases play only an insignificant role.”'],,,0.6188972592353821,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['A consensus, based on current evidence, now exists within the global scientific community that human activities are the main source of climate change and that the burning of fossil fuels is largely responsible for driving this change...']",[],['there is no relationship between temperature and carbon dioxide emissions by Â\xadhumans[...]'],,,0.8699355125427246,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Increased temperatures and altered hydrological cycles are predicted to translate to shorter growing seasons, overall reduced biomass production, and lower grain yields.']",[],"['A longer and warmer growing season also has an effect, Dr. Overpeck said, as plants take up more water, further reducing stream flows.']",,,0.8049458265304565,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['For example, humans living on atoll islands face risks due to sea level rise, sea surface warming, and increased frequency and intensity of extreme weather events.']",[],"[""Climate change isn't increasing extreme weather damage costs""]",,,0.3140307664871216,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Since the start of the 20th century, the global mean surface temperature of the Earth has increased by more than 0.7°C and the rate of warming has been largest in the last 30 years.']",[],['This means the global temperature trend has now shown no further warming for 19 years'],,,0.9179072380065918,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['This network was used, in combination with satellite altimeter data, to establish that global mean sea-level rose 19.5\xa0cm (7.7\xa0in) between 1870 and 2004 at an average rate of about 1.44\xa0mm/yr (1.7\xa0mm/yr during the 20th century).']",[],"['(2005), where satellite altimetry  established that the mean thickness of the entire Greenland ice sheet  had increased at 2 inches per year – a total of almost 2 feet – in the  11 years 1993-2003.”']",,,0.9664857387542725,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['... there is a strong, credible body of evidence, based on multiple lines of research, documenting that climate is changing and that these changes are in large part caused by human activities.']",[],"[""There's no empirical evidence for climate change.""]",,,0.7302772998809814,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['In this new report, the EPA concluded that shale gas emits larger amounts of methane, a potent greenhouse gas, than does conventional gas, but still far less than coal.']",[],"['In reality, gas produced by fracking is worse for the climate than coal.']",,,0.9214590787887573,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Some 2.3 million people have found renewable energy jobs in recent years, and projected investments of $630 billion by 2030 would translate into at least 20 million additional jobs.']",[],['Renewable energy investment kills jobs.'],,,0.20476879179477692,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['Several administrative advisers have stated that the social cost should be reduced to zero (currently at $36 per ton of carbon dioxide).'],[],"['(In technical lingo, the so-called social cost of carbon would be negative.)”']",,,0.9387737512588501,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['The largest human influence has been the emission of greenhouse gases such as carbon dioxide, methane, and nitrous oxide.']",[],['Man-made greenhouse gases play only an insignificant role.”'],,,0.6894727945327759,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['In 2012, the United States experienced its warmest year on record.']",[],"['As a result, ""The warmest  year on US record is now 1934.']",,,0.9622891545295715,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['Tuvalu is also affected by perigean spring tide events which raise the sea level higher than a normal high tide.'],[],"[""Tuvalu sea level isn't rising.""]",,,0.4256886839866638,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['Sea level rise will continue over many centuries.'],[],['Scientists retracted claim that sea levels are rising.'],,,0.764520525932312,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['There is widespread support for the IPCC in the scientific community, which is reflected in publications by other scientific bodies and experts.']",[],"[""'The UN’s Intergovernmental Panel on Climate Change misled the press and public into believing that thousands of scientists backed its claims on manmade global warming, according to Mike Hulme, a prominent climate scientist and IPCC insider.""]",,,0.9413800239562988,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases.']",[],"['Claims have recently surfaced in the blogosphere that an increasing number of scientists are warning of an imminent global cooling, some even going so far as to call it a ""growing consensus"".']",,,0.966858983039856,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['The model predicted <0.2\xa0°C warming for upper air at 700 mb and 500 mb.'],[],['the models predicted seven times as much warming as has been observed'],,,0.8495490550994873,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['This post-glacial rebound, which proceeds very slowly after the melting of the ice sheet or glacier, is currently occurring in measurable amounts in Scandinavia and the Great Lakes region of North America.']",[],"['Thanks to a rapid rebound in recent months, global sea ice levels\xa0now equal those seen 29 years ago,\xa0when the\xa0year 1979 also drew to a close.']",,,0.93578040599823,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['There is a scientific consensus that climate is changing and that greenhouse gases emitted by human activities are the primary driver.'],[],['There is no empirical evidence that increasing greenhouse gases are the primary cause of Global Warming'],,,0.9578452110290527,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['A humid continental climate is marked by variable weather patterns and a large seasonal temperature variance.'],[],['Weather and climate are different; climate predictions do not need weather detail.'],,,0.7606299519538879,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['This could mean rapid sea level rise of up to 19\xa0mm (0.75\xa0in) per year by the end of the century.'],[],['Sea level rise is not going to happen.'],,,0.8930615186691284,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['With the increase in temperatures worldwide due to climate change the increase in flooding is unavoidable.'],[],['Nor is there evidence of an increase in floods globally.'],,,0.9172479510307312,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['There are few studies of the health effects of long-term continuous CO 2 exposure on humans and animals at levels below 1%.'],[],['“Carbon dioxide hurts nobody’s health.'],,,0.20117807388305664,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases.']",[],"['according, again, to the official figures—during this past 10 years, if anything, mean global temperature, average world temperature, has slightly declined.']",,,0.8741324543952942,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['The Miami Herald wrote that Curbelo has ""attempted to position himself as the national voice for Republicans who are concerned about climate change,"" describing him as ""one of the few GOP voices speaking out against Donald Trump\'s decision to withdraw from the Paris Climate Agreement and his desire to dismantle the Environmental Protection Agency.""']",[],"['Miami Congressman Carlos ""Curbelo supports drilling offshore"" and ""repeatedly voted against President Obama\'s ability to fight pollution and combat climate change.""']",,,0.7828701734542847,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Currently, surface temperatures are rising by about 0.2\xa0°C per decade.']",[],"['Rather than 100 years of unprecedented global warming as predicted by  IPCC, the global temperatures have leveled off and we seem to be heading  for cooler weather.""']",,,0.8272271156311035,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Fossil-fueled power plants, which wind turbines generally require to make up for their weather dependent intermittency, kill almost 20 times as many birds per gigawatt hour (GWh) of electricity according to Sovacool.']",[],"['Renew\xadables such as wind turbines are environmentally disastrous because they pollute a huge land area, slice and dice birds and bats, kill insects that are bird food, create health problems for humans who live within kilometres of them, leave toxins around the turbine site and despoil the landscape.']",,,0.9396215677261353,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Human activities, primarily the burning of fossil fuels (coal, oil, and natural gas), and secondarily the clearing of land, have increased the concentration of carbon dioxide, methane, and other heat-trapping (""greenhouse"") gases in the atmosphere...There is international scientific consensus that most of the warming observed over the last 50 years is attributable to human activities.']",[],"['The Petition Project features over 31,000 scientists signing the petition stating ""there is no convincing scientific evidence that human release of carbon dioxide will, in the forseeable future, cause catastrophic heating of the Earth\'s atmosphere"".']",,,0.9792295098304749,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['When inhaled, these particles can settle in the lungs and respiratory tract and cause health problems.']",[],['“Carbon dioxide hurts nobody’s health.'],,,0.24238596856594086,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['76 out of 79 climatologists who ""listed climate science as their area of expertise and who also have published more than 50% of their recent peer-reviewed papers on the subject of climate change"" believed that mean global temperatures had risen compared to pre-1800s levels.']",[],['Less than half of published scientists endorse global warming.'],,,0.8680494427680969,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['Physical climate models are also unable to reproduce the rapid warming observed in recent decades when taking into account only variations in solar output and volcanic activity.'],[],['However the warming trend is slower than most climate models have forecast'],,,0.8954784870147705,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Reconstructed temperature records for the last 420 million years indicate that atmospheric CO 2 concentrations peaked at ~2000 ppm during the Devonian (∼400\u2009Myrs ago) period, and again in the Triassic (220–200\u2009Myrs ago) period.']",[],"['at the end of recent ice ages, the concentration of carbon dioxide in the atmosphere started to rise only after temperatures began to climb.']",,,0.9521321058273315,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Sea ice has an important effect on the heat balance of the polar oceans, since it insulates the (relatively) warm ocean from the much colder air above, thus reducing heat loss from the oceans.']",[],"[""Whatever is driving increases in winter Arctic temperatures   is not heat coming out of the Arctic Ocean, which is covered with   insulating ice.'""]",,,0.9333933591842651,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['According to the United States National Research Council, [T]here is a strong, credible body of evidence, based on multiple lines of research, documenting that climate is changing and that these changes are in large part caused by human activities.']",[],"['Human-produced carbon might be one of the factors of climate change, but there’s simply no evidence that it is a significant one.']",,,0.9636560082435608,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['As is stated in Article 2 of the Convention, this requires that greenhouse gas (GHG) concentrations are stabilized in the atmosphere at a level where ecosystems can adapt naturally to climate change, food production is not threatened, and economic development can proceed in a sustainable fashion.']",[],"['\'To suddenly label CO2 as a ""pollutant"" is a disservice to a gas that has played an enormous role in the development and sustainability of all life on this wonderful Earth.']",,,0.9790188074111938,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['In the real world, consumption of fossil fuel resources leads to global warming and climate change.']",[],['Humans are too insignificant to affect global climate'],,,0.7680408954620361,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Both the American East Coast and parts of the American Midwest had record high temperatures, killing two people on the 8th.']",[],['cold deaths actually occur during moderate temperatures'],,,0.2666257619857788,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['The main balancing feedback to global temperature change is radiative cooling to space as infrared radiation, which increases strongly with increasing temperature.']",[],['The warm and cool regions roughly balance each other out with little impact on global temperature.'],,,0.9087088108062744,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['While CO 2 absorption and release is always happening as a result of natural processes, the recent rise in CO 2 levels in the atmosphere is known to be mainly due to human (anthropogenic) activity.']",[],"['CO2 increase is natural, not human-caused.']",,,0.831639289855957,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['For example, the mole fraction of carbon dioxide has increased from 280\xa0ppm to 415\xa0ppm, or 120\xa0ppm over modern pre-industrial levels.']",[],"['When CO2 levels were higher in the past, solar levels were also lower.']",,,0.8901426792144775,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Chernobyl: Consequences of the Catastrophe for People and the Environment is a 2007 Russian publication that concludes that there were 985,000\xa0premature deaths as a consequence of the radioactivity released.']","['Every year air pollution protections are delayed, another 34,000 people will die prematurely.']",[],,0.7233954668045044,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Documented long-term climate changes include changes in Arctic temperatures and ice, widespread changes in precipitation amounts, ocean salinity, wind patterns and extreme weather including droughts, heavy precipitation, heat waves and the intensity of tropical cyclones.']","['The science is clear, climate change is making extreme weather events, including tornadoes, worse.']",[],,0.8067620992660522,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"[""There is no convincing scientific evidence that human release of carbon dioxide, methane, or other greenhouse gases is causing or will, in the foreseeable future, cause catastrophic heating of the Earth's atmosphere and disruption of the Earth's climate.""]","['In other words, there is as yet no incontrovertible  proof either of the greenhouse effect, or its connection with alleged  global warming.']",[],,0.9687796235084534,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Because water vapor is a greenhouse gas, this results in further warming and so is a ""positive feedback"" that amplifies the original warming.']","['The CO2 amplifies the warming and mixes through the atmosphere, spreading warming throughout the planet.']",[],,0.8643090724945068,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['All datasets generally show an acceleration of mass loss from the Antarctic ice-sheet, but with year-to-year variations.']",['Satellites measure Antarctica losing land ice at an accelerating rate.'],[],,0.8046979904174805,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['As El Niño conditions started to develop during early 2014, sea levels in western Micronesia including in waters surrounding the island nations of Palau and Guam dropped by 6–9 feet (1.8–2.7\xa0m).']","['Global sea level rise surged between November 2014 and February 2016, with the El Niño event helping the oceans rise by 15mm.']",[],,0.945868968963623,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['The introduction includes this statement: There is strong evidence that the warming of the Earth over the last half-century has been caused largely by human activity, such as the burning of fossil fuels and changes in land use, including agriculture and deforestation.']","['Once natural influences, in particular the impact of El Niño and La Niña, are removed from the recent termperature record, there is no evidence of a significant change in the human contribution to climate change.']",[],,0.9808802604675293,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['The Medieval Warm Period (MWP) also known as the Medieval Climate Optimum, or Medieval Climatic Anomaly was a time of warm climate in the North Atlantic region lasting from c.\u2009950 to c.\u20091250.']","['The MWP lasted from about 950 to 1250AD, and temperature records appear to show it was even hotter than today']",[],,0.9543522596359253,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Between 2011 and 2014, California experienced the driest period in its recorded history and more than 100 million trees died in the drought, creating areas of dead, dry wood.']","['However, this is exactly what climate scientists have predicted for California since at least the 1980s: protracted periods of warm, dry conditions punctuated by intense wet spells, with more rain and less snow, causing both drought and floods.']",[],,0.9474400281906128,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['The total economic impacts from climate change are difficult to estimate.'],['Preventing global warming is relatively cheap; business-as-usual will cause accelerating climate damage costs that economists struggle to even estimate.'],[],,0.820948600769043,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Since the last glacial maximum about 20,000 years ago, the sea level has risen by more than 125 metres (410\xa0ft), with rates varying from less than a mm/year to 40+ mm/year, as a result of melting ice sheets over Canada and Eurasia.']","['The thermal expansion of the oceans, compounded by melting glaciers, resulted in the highest global sea level on record in 2015.']",[],,0.9295960664749146,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Instead of a global 5-meter sea level rise, western Antarctica would experience approximately 25 centimeters of sea level fall, while the United States, parts of Canada, and the Indian Ocean, would experience up to 6.5 meters of sea level rise.']","['If sea levels rise six feet due to climate change, Waterplace Park in Providence and Wickford village would be swamped']",[],,0.915756106376648,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Methane clathrate, or hydrates, occur within and below permafrost soils.']",['“Underneath the permafrost there are sediments full of methane hydrates.'],[],,0.5644484758377075,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['The oxygen minimum layer exists somewhere between a depth of 700m and 1000m deep depending on the place in the ocean.'],"['“Moreover, the ocean already contains so-called oxygen minimum zones, generally found in the middle depths.']",[],,0.9167546629905701,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Together with the lack of a proven physical mechanism and the plausibility of other causal factors affecting changes in cloud cover, this makes the association between galactic cosmic ray-induced changes in aerosol and cloud formation controversial Studies by Lockwood and Fröhlich (2007) and Sloan and Wolfendale (2008) found no relation between warming in recent decades and cosmic rays.']","['While the link between cosmic rays and cloud cover is yet to be confirmed, more importantly, there has been no correlation between cosmic rays and global temperatures over the last 30 years of global warming.']",[],,0.9467965364456177,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['Global anthropogenic greenhouse gas emissions in 2010 were equivalent to 49 billion tonnes of carbon dioxide (using the most recent global warming potentials over 100 years from the AR5 report).'],['CO2 emissions were much smaller 100 years ago.'],[],,0.7476471662521362,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Climate sensitivity can be estimated using observed temperature rise, observed ocean heat uptake, and modeled or observed radiative forcing.']",['Climate sensitivity can be calculated empirically by comparing past temperature change to natural forcings at the time.'],[],,0.6638522744178772,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases.']","['Observations throughout the world make it clear that climate change is occurring, and rigorous scientific research demonstrates that the greenhouse gases emitted by human activities are the primary driver.']",[],,0.9676074981689453,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['On a molecule-for-molecule basis, these compounds are up to 10,000 times more potent greenhouse gases than carbon dioxide.']",['HFCs (hydrofluorocarbons) are tens of thousands of times more polluting than carbon dioxide.'],[],,0.9123380184173584,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases.']","[""There is ample evidence that Earth's average temperature has increased in the past 100 years and the decline of mid- and high-latitude glaciers is a major piece of evidence.""]",[],,0.9741420745849609,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['A UNESCO World Heritage Site, the reef has experienced unprecedented rates of bleaching over the past two decades, and additional warming of only 1\xa0°C is anticipated to cause considerable losses or contractions of species associated with coral communities.']","['a new study by scientists at the Australian Research Council finds that the ongoing bleaching event is mainly due to human-caused global warming, and that if global warming proceeds as currently expected, “large parts” of the Great Barrier Reef could die by the mid-2030s.']",[],,0.9695926308631897,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Elevated CO2 increases crop yields and growth through an increase in photosynthetic rate, and it also decreases water loss as a result of stomatal closing.']",['For decades horticulturalists have pumped carbon dioxide into glasshouses to increase yields.'],[],,0.8596333265304565,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Permafrost and clathrates degrade on warming, and thus, large releases of methane from these sources may arise as a result of global warming.']","['Melting permafrost can release not just CO2, but also methane, a much stronger heat-trapping gas.']",[],,0.845912754535675,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"[""Carbon dioxide in the Earth's atmosphere is essential to life and to most of the planetary biosphere.""]","['Without carbon dioxide, all life on Earth would die']",[],,0.7295025587081909,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Singer argues there is no evidence that the increases in carbon dioxide produced by humans cause global warming, and that if temperatures do rise it will be good for humankind.']",['contrary to the hypothesis that rising temperature is caused by increasing CO2.'],[],,0.9217137694358826,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Slowing global warming requires a transition to a low-carbon economy, mainly by burning far less fossil fuel.']",['A fast transition away from fossil fuels in the next few decades could be enough to put off rapid sea-level rise for centuries.'],[],,0.9060861468315125,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['The 2017 United States-published National Climate Assessment notes that ""climate models may still be underestimating or missing relevant feedback processes"".']",['policies based on previous climate model output and predictions might need to be reconsidered'],[],,0.9044846296310425,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['There is a scientific consensus linking human activities to global warming due to industrial carbon dioxide emissions.'],['Ancient natural cycles are irrelevant for attributing recent global warming to humans.'],[],,0.8791548013687134,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
