correct,incorrect,premise,pos_sim,neg_sim
There are two plates on the table in the dark room.,A clock tower and dome top an old skyscraper.,A man is sitting at a table with a plate full of food. A man is sitting at the table of a restaurant with a plate full of food. A man holding food and smiling with a full plate of food on a table.  A picture of a plate of food on the table.,0.810991644859314,-0.22502902150154125
A snowboarder grabs the back of her snowboard while jumping,"A long narrow plat holding a sandwich, waffle chips, and some salad. ",A snowboarder crouching on his board in mid air. A snowboarder and his board caught mid flight A man flying through the air while riding a snowboard. A snowboarder jumping a hill on a snowy mountain.,0.9827173948287964,-0.19146423041820537
A fire hydrant waits in front of a tall building.,A few people are walking on an Asian street filled with markets.,A red fire hydrant in front of a skyscraper An orange fire hydrant outside a modern office building A view of a modern building with skylight and a fire hydrant. a red fire hydrant with a building in the background,0.8690431118011472,-0.05336936935782444
A man and a little girl wearing snowboards. ,Two men are doing work in a bathroom.,There is a man and a young girl snowboarding  A male skier is posing for the camera while a young girl is in the background.  A man on snowboard standing by a mountain. A man and a child who are in the snow.,0.9314003586769104,-0.08021777123212825
Middle aged dark-haired woman on telephone with a teddy bear beside her.,A stoplight with a busy city street in the background.,A woman standing next to a drawing of a tree holding a teddy bear. A girl sits holding a teddy bear in front of a tree with red leaves. A girls sits with a teddy bear in front of a painting.  A woman holds a phone in her hand as a white teddy bear.,0.9066262245178225,0.10658124834299088
A close up several different colored ties and styles.,A man is typing on his computer while a sandwich and a bottle of coke is on either side of him.,A group of neck ties sitting next to each other. A group of ties consisting of different patterns and colors. An assortment of colored ties lie in a row. An assortment of different colored ties displayed in a row.,0.9163530468940737,0.16346465051174164
A tennis player in a pink outfit about to play a match.,A large statue of roman people and lions with a blue and gold clock in the middle.,Ms Williams is participating in the championship tennis match. A woman in pink dress playing a game of tennis. pretty lady in a pink tennis dress with crowd of large crowd A lady dressed in pink playing a game of tennis.,0.9237230420112608,0.0238645039498806
a man sitting in a stadium seat eating a hot dog,The door to the train is open at the depot.,"A man sitting at a game eating a hot dog. A man at a sporting event eating concession food. A man sitting in an arena, eating something from the concession stand. A man in a brown hat and a green coat sits in a stadium eating a sandwich.",0.9093919992446899,0.02990400791168213
Living room full of different vintage furniture and television,Green leafy vegetables and carrots laying on a bag.,A room cluttered with old furniture and old rugs. A bunch of different couches and chairs that are on a carpet. An open living room has a wicker rocking chair. this is a living room with furniture and rugs,0.9068999290466309,0.01884618028998375
A man lines up his shot while playing a video game,A group of people with their faces painted in makeup,A fat man is playing golf on the Wii. A man prepares to hit the ball in Wii golf. A man is playing a Wii golf game. A man holding a white Nintendo Wii game controller.,0.8250677585601809,-0.33746734261512756
The action in a baseball game is in full swing.,The computer on the desk was left on in the room.,"Men on a baseball diamond playing baseball, a man just swung A professional baseball pitcher reacting to a struck ball. a pitcher looking like hes going to fall as the batter swings his bat  A baseball game played by adults in uniforms.",0.8733537197113039,-0.07428018748760223
A backpack rests in a chair next to a bed in a motel room.,a motor cycle sits parked next to a bunch of other bikes,"A view of a bed, chair, and window treatments. A hotel room with a sleigh bed in it. A bedroom with a sleigh style bed and a chair with a foot rest in front of it. this room has a very large bed and a red chair ",0.9749034643173216,0.3417874574661255
An office with a cluttered desk and large window.,Orange cone and microwave sitting at the curb.,A desk holds a computer and leftover food containers. A messy office is equipped with a view of a rooftop and skyscrapers. Small office workspace with multiple computer monitors and office equipment.  a work desk with a laptop and a monitor on top,0.9939677119255064,0.7626525163650513
A peeled banana sitting on a wooden fence. ,Big Ben is next door to an apartment building. ,A banana peal on a piece of board. A banana hanging from the side of a wooden fence. A banana peel hanging over the top rung of a wooden fence. A banana peel draped over a fence board ,0.31441110372543335,-0.157419115304947
A pole holding various street signs in from of a building.,Two personal sized pizzas on a dining table in front of people. ,A street sign in front of a tall building with lots of windows. A street sign placed very close to some windows on a building. SIGNS ON A STREET CORNER IN FRONT OF A GREEN BUILDING There are street signs on a pole near a building.,0.9828977584838867,0.22850994765758514
An elephant wearing a saddle holds leaves in it's trunk.,A man wearing a suit is taking a self portrait with a camera.,an elephant is carrying some plants in its tusk An elephant is shown wearing a platform for riding. A large elephant standing next to a bunch of trees. An elephant with a saddle eats some food,0.7693667411804199,-0.20636650919914257
A bird is perched on a container in a person's hand.,Large bowls of banana bunches being examined by a female buyer.,A light brown bird perched on a cup someone is holding with trees in the background. A bird sitting on the edge of a cup being held by someone's hand.  Bird sitting on edge of ceramic cup being held by human hand. An exotic looking bird sitting on a cup in a persons hand.,0.9934423565864561,0.36446279287338257
A man without a shirt preparing chicken on top of a BBQ.,A large herd of animals on a grass field.,A shirtless man grilling a lot of chicken breasts. A shirtless man preparing chicken breasts on a grill. A man wearing no shirt is turning meat on a grill A man without a shirt is grilling some chicken.,0.91852343082428,-0.4556035399436952
a old building on St. Ann street ,There are bunk beds in the childrens room.,A street sign is posted near the two story building. A view of St. Ann street with a warning sign in front. A tall white house sitting on the side of a road. a green and white sign on a black pole and some buildings ,0.8962670564651487,-0.4792397618293762
A young man doing tricks on the street with a skateboard.,A small donut at the bottom of a ceramic mug.,a kid does a trick on a skate board  A man is riding a skateboard in the street. A young male skateboarder leaps above his board in the street.  This is a man about to fall on his face from failing a skateboard trick.,0.9044946432113647,0.41690701246261597
"A small powder room with a sink and vanity, toilet, mirror, and an empty towel bar.",A airplane sits on a run way at a busy airport.,there is a white toilet and a sink in this bathroom  A container of antibacterial wipes in a bathroom. A light that is on above a mirror. this small bathroom has white sink and a toilet,0.9312105178833008,-0.4483771324157716
A man is looking up as a large bird flies overhead.,"A kitchen with an oven, fridge and bowls on the table",A person standing on a walkway area and flying a kite in the air above him. A man flying a kite by a building. A man standing on a plaza looking at a bird flying above.  A man is standing outside next to large buildings.,0.9317614436149599,-0.45367693901062023
a white kitchen with a white stove and microwave,Half of a tennis court with two women on it and people in the crowd,"A kitchen with a white stove top oven. A kitchen with a stove, microwave, counters, cabinets and an opened pantry A stove and a microwave in a kitchen. A newly remodeled kitchen in a new home.",0.9819287061691284,-0.270137518644333
Several boats that are in a body of water.,A person waits with an umbrella as cars drive down a rainy street.,A group of boats floating on a body of water. A big ship docked at a dock across the water from smaller boats at a dock. large boast are docked at a small pier The coast guard sits at the dock awaiting any mayday calls,0.928691565990448,0.03543640300631523
A woman is tying her shoe on the bench,"three people in Japanese clothing, two are carrying umbrellas and all are wearing sandals and they are walking past parked bikes. ",The woman is tying her shoe on a bench next to a parked bicycle. A woman leaning down on a bench tying her shoe. a woman ties her show on a wooden bench  The woman is tying her shoe on the park bench.,0.8156194686889648,0.11697786301374435
A glass vase with white and pink flowers. ,A helmeted baseball player carries his bat on the diamond.,Pink flowers displayed in a large glass jar. A glass jar filled with a bunch of white flowers An close up of some pink flowers in a glass bottle. A close up picture of a vase and flowers in the vase.,0.9608226418495176,-0.6337157487869264
Two men looking at an old tow truck in a parking lot.,a rack full of closed umbrellas outside a shop,An old red fire truck parked at a car show with on lookers. A man wearing a cowboy hat standing next to an old red truck. Several men look at a refurbished pickup at a car show. Men gather around a tow truck at an antique car show.,0.918058514595032,0.2820388674736023
A cobblestone street has few patrons on it.,a couple of people sit on a beach together ,An empty street is lined with large umbrellas.  A sidewalk that has umbrellas and vendors on it. There is a white umbrella on a street. Two umbrellas that are sitting on the sidewalk.,0.8958842158317568,0.25796961784362793
There is a giraffe that is eating from the grass,A skier leaning to the side on a snowy hill.,A giraffe lowering its head to graze on some grass. A giraffe standing near trees and elephant ear plants. a giraffe grazing on a green grass area bordered with trees. Some giraffes feeding on some lush green grass near the trees.,0.9356299638748169,-0.19804854691028595
A brown and red themed living room setup. ,A young women chases the ball as other soccer players chase her.,"a living room filled with couches, chairs, tv, and windows a living room with a giant rug filled with furniture. a very nice room with beautiful crouch and a screen A living room with a couch, television, and a colorful rug.",0.7206947803497314,-0.532443404197693
Oddly shaped carrots hanging in front of other vegetables.,"The large kitchen has a stove, and a dual sink on the counter. ",A batch of very deformed looking carrots among a group of different types of vegetables. Fresh carrots hang tied together on a pole. There are some oddly shaped carrots hanging up Some carrots that have grown in an irregular twisty shape hang from a post.,0.8907482624053955,0.07306285947561264
Three giraffes standing in some tall grass with trees.,A very large plane is flying through the sky.,A group of giraffes that are standing in the grass. A herd of giraffe standing on to of a grass covered field. Giraffes in a stand of trees stare in the same direction. Three giraffes standing on a plain with a few trees,0.9201063513755801,0.08641922473907471
n open refrigerator door exposing all the food inside,A group of young girls playing a game of soccer.,An open refrigerator filled with lots of food. The refrigerator and the inside door are full of food. There is a refrigerator that is filled with food. Open fridge door displaying a wide selection of food inside.,0.9342216849327087,-0.5327699184417727
a man standing on his motorcycle by the road ,A white interior with an oven built in to it,A man in black shirt on a motorcycle in a street. a person sitting on a motorcycle on a city street a man ready to ride a motor bike on a street road A person on a motor cycle poses on the road.,0.6833893060684204,0.04408823326230049
Men and women running on a grassy field.,A person standing next to a metal urinal in a bathroom.,A large group of people running after a frisbee A group of people playing a game of Frisbee. this is people running in a grassy field A group of people playing frisbee on a field.,0.9397525191307068,-0.19637277722358704
We see a blurry picture of a person riding a bike through a field with some cows.,There is a very large cake with fondant decoration,A blurry and out of focus image of a person on a bike riding in a field  towards cows in the distance. A person riding a motorcycle in a cow pasture. A blurry photo of a boy riding his bike through the grass. Blurry picture of a boy riding a bike through a grassy field near some cows,0.9628927707672119,0.10537205636501312
A city bus traveling at dusk in a metropolitan setting.,I can see that the hitter just hit the ball.,Commuter buses parked in a lot outside an apartment complex. Two buses parked in a parking lot next to each other. A yellow bus parked in a parking lot. A yellow and blue bus is parked in a lot.,0.9735106229782104,-0.43236279487609863
A plane is flying in the sky over two houses. ,A small furry animal is being held next to a piece of broccoli.,A plane that is flying in the sky over two houses. A plane is flying over a dual house.  Two brown houses sitting next to a sandy beach. A plane is flying in the clear sky over some houses.,0.9129158258438113,-0.3434738516807556
a bathroom toilet upended into a white bathtub.,Baseball players at home plate with a large crowd watching. ,"A busted up toilet sitting inside of a bath tub. a white toilet sitting in a bathtub beside a hole in the floor  an image of a bathroom setting with a tub in the toilet A bathtub with a white, broken toilet sitting inside.",0.9343318939208984,-0.31813013553619385
a close up of a cake on a table,Two people playing a video game on a television.,A number of heart shaped boxes stacked on top of each other. A large triple layer cake with two glass birds on top of it. A wedding cake is decorated with love birds.  A heart shaped cake with a pair of dove decorations sitting on top.,0.9057582616806032,-0.46920114755630504
a gray black and white cat is sitting on a brown cabinet,A man riding an elephant in the evening.,A large gray tiger cat standing on a table. A cat next to a box full of lots of trinkets. A grey cat sits next to a shelf covered in nick-knacks. A cat sitting next to a table with small figurines on it.,0.9892730116844175,0.7792192697525024
A man on a motorcycle talking to a woman in an SUV on residential street.,A transport truck with a tarp covered trailer drive down the road.,A man riding a motorcycle next to a woman driving an SUV A man on a motorcycle is talking with a person in a minivan in a residential neighborhood.  A woman in a van and a man in a motorcycle pass by and talk. A person in a van with a canoe strapped to the roof stopped in the middle of the street next to a motorcyclist with a helmet on a motorcycle.,0.9350801706314087,0.5859206914901733
Group of cows in a field near a water trough.,A man carrying a bag walking down the train tracks. ,A herd of brown cows standing in a field behind a wire fence. A herd of cattle wait to drink at the trough. Group of brown cows all grouped together in front of a wired fence. Several cows drinking water from a  water receptacle.,0.9253736138343811,0.19176222383975983
A large building with a clock tower and dome on top.,The man is eagerly biting into a large sandwich.,A stone building has a tall clock tower. Old stone building with a clock tower and a steeple An older building with an attached clock tower and green roof. A tall building with a clock on the front of it,0.979880213737488,-0.41354817152023315
A surfboard on a stump in weeds in a backyard.,A doll sitting on a chair at a small table.,A surfboard is recycled into a unique planter. A surfboard has been incorporated into the landscaping. A piece of a surfboard on top of rocks in a lush green yard. a surf  board on top of a tree stump,0.6466296315193176,-0.11894731223583221
A street light pole with traffic and Stop signs,Three children are seated next to each other and reading books.,"A stop sign is next to an electronic traffic signal. A picture of a stop and go light with a stop sign next to it. a traffic light that is red, waiting to change colors. A red stop light that has a red stop sign attached to it.",0.9707697033882143,0.005362365394830704
A flat screen TV sitting on top of a shelf in a living room.,A woman in her house with a bowl. ,A dog standing by a television in a room. Small white dog standing on its back legs watching a television. A dog watching another dog on a television at home A small dog on its hind legs looking at a television,0.735924243927002,0.1210988312959671
An older style light pole with a no parking sign attached to it.,A giraffe standing in a cage at a zoo.,"A light that is above a white sign. The lamp post has a no parking sign on it. A light post with a no parking sign posted on it. Decorative street light with ""no parking"" sign, next to a wall.",0.8390768170356753,-0.5755100250244142
A room under construction with an unfinished shower and plumbing for the sink.,Office chair in front of laptop on small desk in messy office.,A bathroom with a walk in shower currently under repair. A photograph of a bathroom undergoing major renovations. Interior shot of bathroom in the process of remodeling. Picture of bathroom being remolded where sink has not been installed. ,0.8328714370727539,0.031864017248153687
A couple of white bathroom sinks mounted to a wall.,Baseball player in white uniform on a baseball field. ,A mirror shows another light in a background of a wonderful bathroom A couple of sinks with brown tile and a decorative mirror. a couple of sinks in a bright colored bathroom two sinks under a mirror and a light on a wall,0.880223214626312,-0.672279715538025
a kitchen counter with a microwave and a sink,The portrait is anachronistic in that a Victorian lady is photographed with a laptop computer.,"A microwave oven sitting on top of a counter top. A stainless steel microwave on a kitchen counter top Microwave sitting on a counter with other kitchen furnishings around it A kitchen counter has a microwave, sink, and dishwasher.",0.97211754322052,0.5070021152496338
Several people on a beach flying their kites.,Large bowls of banana bunches being examined by a female buyer.,A group of people flying kites at the beach. people on a sandy beach flying multi-colored kites People flying high kites on beach with city background People together on a beach flying several kites.,0.9812434315681455,0.20753292739391327
There is a plate filled with fries and sandwiches.,a hummingbird feeder sits in a tree branch,"There is a lot of food to be eaten on this plate. a close up of a plate of food with a sandwich The large sandwich plate features several different ingredients, A plate with a panini sandwich and french fries.",0.965166449546814,0.06602843105792999
A group of young people standing next to a field by a herd of sheep.,"A white cutting board with a head of broccoli and a bag of carrots.
",Black and white photo of people looking at animals grazing. A group of tourists watch a herd of sheep in a field. Black and white photograph of people observing sheep in a field Men and women sitting outside of a sheep enclosure.,0.8200414180755615,0.08527549356222153
A thick sandwich on a plate with a fork and a pickle.,A dog takes a nap on some very snugly blankets.  ,A large sandwich filled with meat on a plate. A reuben sandwich with cheese melting down it and a bitten pickle. Large meat sandwich with sour kraut on white plate. A toasted sandwich with a tall pile of red meat in it.,0.6944315433502197,0.1781579554080963
A black and white image of an old fire hydrant on a side walk.,An animal's tail is curled on the floor near a polka dot plate with cat shaped cookies on it.,A gray fire hydrant sitting next to a brick wall. A fire hydrant jutting out a sidewalk next to a wall. A fire hydrant on a sidewalk sits before a stone wall.   A fire hydrant on a sloping sidewalk against a wall.,0.8095679283142088,-0.7456313371658325
a little dog jumping up towards a frisbee someone is holding,A young person laying down on a surfboard riding a wave.,A small white dog catching a green frisbee on a lush green field. A small dog trying to grab a frisbee from someone Small dog waiting for green frisbee to be thrown. a small dog jumping up to reach a frisbee,0.9254015684127808,-0.504955291748047
The city bus has stopped at the side of the road. ,Two personal sized pizzas on a dining table in front of people. ,a purple red and white bus a man walking and some buildings A large bus on a open city street. a bus and a man walking at a bus stop Guy walking to catch the bus waiting at the stop,0.7597523927688599,0.6190523505210876
Two men in a cozy living room playing a video game.,a long boat being used for a green house,Two men are playing video games in their home. Two people standing up while playing a video game.  Two friends are playing wii in the living room. A couple of men standing in a living room next to each other.,0.7849839329719543,-0.04383415728807438
A herd of elephants walking in a wooded area.,a lady is about to put an automatic tooth brush in her mouth,The group of elephants are in an area with green grass.  A group of elephants walking in the grass near a tree. A herd of elephants are walking though a forest. some little elephants standing around a few trees ,0.984745502471924,-0.2985156774520874
a long red bus is parked by a building,A man is swinging at a baseball at the batting cage.,A very long red bus driving across a parking lot. An articulated bus in a parking lot in a large city A very big red city bus by a big building. a red bus that is parked next to a building,0.9384090304374697,-0.18504352867603302
a hummingbird feeder sits in a tree branch,A slice of pizza and some salad on a white plate,An orange and yellow flower sitting in a see through humming bird. A flower is next to a small glass bird. Bright yellow flower mid bloom with glass bird. A glass bird has a yellow flower in it.,0.5577636957168579,-0.16362093389034282
two giraffes sitting in the grass next to each other,A lifeguard sitting on his tower under an umbrella. ,Two giraffe standing next to each other in a field. Two giraffes are climbing a hill with mountains in the background.   Two giraffes standing in a brush covered area. Two giraffe are standing near each other in tall brush.,0.824256896972656,0.1881568431854248
a fancy vase holding onto a single flower ,A rusted train driving into a red bike.,An orange flower sitting inside of a picture frame. An orange flower resting in an oddly shaped vase. A rose is poking out from a modern vase. A flower placed in a uniquely shaped vase.,0.6965833902359009,-0.6230576038360596
A table with plates of food sitting on it.,a long red bus is parked by a building,Many plates of different foods are on the table. A table served with bread and various plates of food A variety of food is sitting on the table with a few drinks.  Several partially served plates of food sit in the middle of a dining table.,0.9542678594589231,0.3401426672935486
black and white image of a person crossing a street holding flowers,A black poodle mix is catching a toy.,A woman is crossing the street with a bouquet of flowers. A black and white picture of a lady with flowers crossing the street. Black and white photograph of a person holding a large sheath of flowers A person holding a bouquet of flowers crossing a street at a traffic light.,0.9536101818084717,0.34646227955818176
"A living room featuring a dark brown leather couch, a tan leather couch a coffee table and a stereo system.",A large amount of people sitting at a table with food,"A couple of couches and a coffee table sitting by a window in the living room. A living room with a brown leather sofa set arranged around a coffee table and T.V. console. The living room in the house is empty. A living room with leather couches, and a view of two windows with blinds.",0.8396453857421875,0.38121598958969116
A little girl wearing a white tennis outfit swinging her racket.,A woman sitting in a crowd checks her cell phone., a small child holding a tennis racket with two hands Girl with tennis racket near yellow plastic tape. a kid is holding a tennis racket on a court A little girl in a whit suit holding a tennis racket.,0.746029257774353,0.2950437068939209
Two donuts are on the brown paper bag next to a cup of coffee. ,A container with a meat sandwich and fork is sitting on the grass.,Two donuts sitting on top of a paper bag on a dinner table.  Two donutes and a cup of coffee are placed on a table. Two doughnuts on top of a paper bag and a cup of coffee in a mug. Two doughnuts and a cup of coffee on a table.,0.7382718324661255,0.8600137829780576
There are bunk beds in the childrens room.,a lady is about to put an automatic tooth brush in her mouth,The bunk beds are made up with the same bedding.  Small bunk bed in the corner of a bedroom. a small wooden bunkbed sits in the corner of a room near some windows. a bunk bed sitting in the corner of the bedroom ,0.9840995669364927,0.04906921833753586
A crowd of people flying colorful intricate kites.,A cow stands if front of a white wall.,Some very colorful and large kites being flown on a beach. A group of large kites and balloon floats flying in the sky. People are on the beach while several kites are flying. Colorful kites flying over a beach on a sunny day,0.8609236478805544,0.47854843735694885
three cats and the withe and brown one is looking into the camera,A boy stands at the edge of the ocean with a frisbee,Three cats resting on a blanket covered bed next to a shoe rack. Two cats are sitting on a bed with a rack of shoes in the background. Three cats hanging out on a bed in a bedroom. A cat photo bombing a picture of other cats sleeping on a bed.,0.8571100234985352,-0.6379010677337649
The man is eagerly biting into a large sandwich.,A man is on a ski slopes on a blustery day.,a man biting into a sandwich while seated at an outdoor table. Man hold up deli sandwich along with condiment and drink. a man takes a bite out of a large sandwich A man takes a bit out of a submarine sandwich. ,0.7558419704437256,-0.20671267807483684
A woman sitting in a crowd checks her cell phone.,A group of cows that are standing in the grass.,A woman with a space shuttle patch checking her cell phone. A woman dressed in black is looking at her phone.  A woman looking at a table pc sitting on a table. A well-dressed woman wearing a Nasa pin looks at her cellphone while sitting in an audience. ,0.9643805623054504,-0.5657304525375366
Two people who are sitting on a bench near the water.,A few people are walking on an Asian street filled with markets.,some people are sitting on a bench in front of a boat A couple are sitting on a bench next to a lake A white sail boat sitting on top of a body of water. A pair of people sit on a bench watching a sailboat pass in the distance.,0.9094710350036621,0.17142817378044128
A large pot that is on top of a stove and being used for canning.,Several young women playing soccer on the field.,Canning tongs lifting a jar out of the water bath. Jars of food are being canned in a pot of boiling water. A large metal pan sitting on top of a stove top oven. a close up of a large pot cooking food ,0.49568265676498413,-0.18017442524433136
Two men running for a soccer ball on a field.,"Zebras, giraffes and camels stand under trees in a large enclosure.",Two men who are standing in the grass near a soccer ball. Two young men play a game of soccer on a field. A couple of boys playing a game of soccer. Two men engaged in a soccer competition on grass,0.7457680702209473,0.7005261182785034
Yellow fire hydrant covered with plants outside of home,City bus with passengers boarding for Ballston Station.,Fire hydrant covered in flowers near stucco house. A flowering plant grows over a fire hydrant.  A yellow fire hydrant is covered by purple flowers. a bunch of flowers that is around a house,0.8237047195434568,-0.18820048868656158
A herd of cattle are eating in a field.,two cows walking from a field into the road,A herd of cattle grazing on a lush green field. Several cows are seen grazing in a huge field. Cows grazing in a field on a sunny day  Beautiful green pasture with cows grazing and blue skies.,0.7471777200698853,0.15072695910930634
A fire hydrant in front of a wall with a barred window.,Two men playing video games together in a room,A red fire hydrant placed near a building A red fire hydrant between two barriers next to a wall. A small window and a red fire hydrant between two bike racks. The red and green fire hydrant is in front of the window,0.7888803482055664,0.14438855648040771
a lady on her bed with a laptop smiling,A cat sits on top of a closed laptop. ,A woman laying in bed while using a laptop computer. A woman in a polka dot top laying in a bed A woman laying in a bed with a laptop computer open and on her lap area. A woman propped up in bed using a laptop computer.,0.5656129121780396,0.5549449920654297
Fuzzy picture of people walking and a boy on a skateboard.,a long red bus is parked by a building,A young boy rides his skateboard amongst pedestrians. A boy standing on top of a skateboard with people standing around him. A young man riding a skate board down a busy sidewalk. A boy rides a skateboard on a sidewalk.,0.9699647426605225,0.16365139186382294
A large mountain range partially covered with snow.,A woman sitting in a crowd checks her cell phone.,A black and white picture of hills or mountains  A black and white photo of mountains and the sky  .  A black and white photograph of mountains with snow. A black and white picture of the top view of a snow capped mountain somewhere.,0.988355338573456,-0.11121559143066395
A couple of bottles of booze sitting inside of a refrigerator.,A table is filled with many snacks and treats. ,"Open refrigerator and freezer containing only two bottles of wine. Two bottles of champagne sit in an empty fridge.  two lone wine bottles are in an empty refridgerator  An empty refrigerator, except for two bottles of wine.",0.641108512878418,-0.3951779007911682
A airport runway with a large plane and cars parked on one side.,Professional baseball player about to throw the ball,a white plane sits on a tarmac near a row of parked cars a large plane is sitting the runway with other cars A airplane that is outside on a terminal. A large commercial plane parked near some vehicles.,0.8705613017082217,0.5328402519226074
"A computer desk holding a computer monitor, a keyboard and a cup of coffee.",The city bus is traveling down the road.,A desktop computer in a kitchen with a lamp next to it. A modern computer desk with computer and accessories. A computer sits atop a computer desk with a coffee cup. A office desk in room with multiple items on it,0.9854221343994141,0.19724197685718536
A birthday cake that is decorated with plastic figurines and flowers.,A man on a snowboard does an air trick.,A cake with icing and cartoon cake toppers. an iced  birthday cake with a number candle on a table with a pink tablecloth.  A birthday cake and some birthday presents sitting on a table. The young child received a birthday cake with Dora decorations.,0.7828677892684937,-0.45907697081565857
A street sign next to a streetlight and camera,an elephant using his trunk to move a log,"A stop light that has a street sign on it. A street sign named balloon museum site on the pole. A picture of a street sign that says ""Balloon Museum"". A tall street light, camera, street sign combined into one.",0.9934519529342651,0.013598859310150146
"A few notebooks, inhaler, cell phone, ipod, pens, keys and a bag on the floor.",a laptop is sitting on a blue bed,"A collection of items from a bag laid on floor. Items from a green tote sit on the floor and include a cell phone, an Ipod, a green folder, keys, pens and a few other items. the contents of a bag laying organized on the floor  A collection of items one might find in a woman's purse.",0.8299887776374817,0.4816003441810608
A bird flying over the ocean in front of a wave.,A bunch of zebras grazing near a road where vehicles are driving by.,a bird  with a long beak flying low over the ocean. A water bird flies in front of an ocean backdrop. a bird flying across some water at the beach A bird that is flying by the ocean.,0.9117109775543213,0.6440660357475281
A truck with many painted decorations is parked in a desert.,A baby lamb is standing alone in grass,"A large colorful truck with a with a wooden building on it's back. An old truck with no passenger door with tires and body painted in different colors. An old truck, painted over blue in the desert A truck with a barn on its bed painted in various colors.",0.8086556792259216,-0.21037036180496216
A truck with some random things in the back,An airplane sitting at a cold runway being unloaded.,"A small calf is in a pen with bails of hay. A truck with an animal, hay, and other containers in the back. An old metal box with rolls of twine A cow in the back of a large truck.",0.8314960598945615,-0.4944220185279846
a man and a woman are standing with some bikes,A woman stands behind a cake and baking decorations.,A couple of people with some bikes on a street. A man standing next to a woman as they stand near bikes. A man and woman with blue shirts and bicycles on a sidewalk. A man and woman on bicycles are looking at a map.,0.9404665231704712,-0.36469730734825145
The cat is peering out of the window.,a small plane on an air port run way,a cat on a couch near a window  An orange and white cat standing on top of a window sill. Cat standing on back of couch looking out window. A large cat up on a window sill.,0.9868881702423096,-0.4963611364364624
A full view of a living room filled with pink color. ,A view of a cat getting fur all over a chair.,A pink doll house filled with miniature furniture. A room with pink walls and white display shelves and chair. an image of a bedroom with floral print a bedroom filled with pink and white cabinets,0.8246291875839231,0.32386326789855957
a small bathroom with floral wallpaper and a full trash bin ,A family of four sitting on an outdoor sofa,A small bathroom with a toilet and a sink. A toilet and sink near a window in a bathroom. A white toilet sitting in a bathroom next to a sink. a blue tissue box on a white toilet,0.9009482264518736,-0.20586532354354858
Several different animals stand and graze in a field.,"Fruit, bacon, boiled egg, and a bagel with cream cheese. ",Several cows in a field on a sunny day. There are many animals here on this land  There are a couple of animals walking across the field. Steers are walking on a dirt path through a barren terrain.,0.8362094759941101,-0.35259318351745605
a man playing with a Frisbee playing in the park,A herd of elephants eating from a grove of trees.,A man wearing shorts is running through the woods playing frisbee golf. A man in black shirt with frisbee in a forest area. A man catching a Frisbee that was thrown to him in a game of Frisbee Golf. A man playing golf frisbee in a wooded park area.,0.8472935557365415,-0.24564026296138763
Two different slices of pizza with tissue paper under it on a paper plate.,a child with a tooth brush in a persons mouth,there are two slices of different pizzas on a paper plate Two slices of different kinds of pizza are on a plate. There is a piece of pepperoni pizza and a piece of sausage pizza. A plate of two different types of pizza slices on a table,0.964841902256012,-0.4592358469963074
Two hot dogs in foil loaded with toppings.,a man and a woman are standing with some bikes,Two hotdogs in open aluminum foil with various condiments. Two loaded hot dogs beside each other wrapped in tinfoil. A hot dog with sauerkraut and onions in tin foil A couple pieces of tinfoil topped with hot dogs.,0.9644240736961365,-0.05856475234031677
there are many people sitting at a table eating,A professional baseball player pitching a ball at a game.,people sitting around a table eating dinner at a restaurant A group of people sitting around a table eating food. A group of people eating food at a dinner table. A group of people enjoying a meal at a table.,0.8808568120002744,-0.548189401626587
"An tall, ornate church with lots of windows dominates the scenery.",A shirtless smiling man skates down a street with his skateboard.,An old ornamental building features many beautiful windows and a clock. A tall building has a clock on its tower. Looking up at the architecture of a church with a clock steeple An old church complete with a steeple and clock tower.,0.7810349464416504,0.1669994443655014
A cave is situated in a rocky wall.,he'll be coming down the mountain on his skis ,an animal laying down on top of some rocks. A cave on a side of a rocky hill. A cave located on the side of a mountain side. A cave in a rock wall near a body of water.,0.8190944194793703,-0.12813544273376465
Double Decker bus stopping at a bus stop with people. ,A man riding a surfboard on top of a wave.,People standing on a sidewalk near a parked bus at night. A double decker bus parked near a bus stop. A double decker bus pulling up to a bus stop.  Double decker city bus stopped and taking on passengers.,0.8550395369529724,0.37981170415878296
Bald man wearing suit and corsage talking to woman in red dress.,Living room full of different vintage furniture and television,Two people sitting at a table having a conversation.  A man and a woman sitting at a table having dinner. A man sitting next to a woman at a table  A man and woman sitting at a table talking,0.5002442598342896,0.5949428081512451
A plate of sandwiches covered with plastic wrap.,a bathroom toilet upended into a white bathtub.,"A plate filled with little sandwiches covered in plastic wrap. A plate of sandwiches at a covered in plastic wrap The cut sandwiches are on the plate, covered by plastic wrap. A plate full of sandwiches that are wrapped in plastic. ",0.9876856803894041,-0.09958001971244823
A baby chews on a yellow hairbrush while sitting on a sofa.,Many books are scattered across a bed spread.,YOUNG CHILD HOLDING A BABY HAIRBRUSH TO HER MOUTH a small child is holding a yellow toothbrush A young boy putting a brush in his mouth. A young baby chewing on a yellow hair brush.,0.7450714111328125,0.2702399492263794
Green leafy vegetables and carrots laying on a bag.,Middle aged dark-haired woman on telephone with a teddy bear beside her.,A pile of broccoli and carrots sitting on a  wooden table. A bunch of different vegetables on a white cloth. Vegetables and greens laid out on a cloth.  A batch of lettuce and carrots sitting on a chair.,0.8919674158096311,0.16884249448776245
