premise,correct,incorrect,pos_sim_M,neg_sim_M,pos_sim,neg_sim
Every August young women convene to light joss sticks and some even climb the nine-meter (30-ft) rock to pray for good husbands.,Women converge on this place to light joss sticks and climb the rock.  ,Women do not light joss sticks nor do the climb the rock to pray.  ,0.8503920435905457,0.2590535879135132,0.9359948635101318,0.17801344394683838
that they don't show local,The they in this sentence only show things that aren't local.,The presumed channel shows local and abroad. ,0.9806022047996521,0.31561051309108734,0.9183349609375,0.16051951050758362
Her voice was doubtful.,She sounded doubtful about it.,Her voice was ironclad and radiated confidence.,0.98501056432724,0.34963612258434296,0.9954331517219543,0.23816972970962524
"In Temple Bar, the bookshop at the Gallery of Photography carries a large selection of photographic publications, and the Flying Pig is a secondhand bookshop.",There is a bookshop at the gallery.,There is no bookshop in the area.,0.7715877592563629,0.08718216419219971,0.8897624611854553,0.13261568546295166
Click here for Finkelstein's explanation of why this logic is expedient.,Select this option for Finkelstein's understanding of why this logic is expedient.,Do not click here for Finkelstein's explanation of why this logic is silly.,0.989109069108963,0.5351006388664246,0.9987927675247192,0.24217301607131958
"In kampung workshops you can watch fantastic birds and butterflies being made of paper (and increasingly, nowadays, of plastic, too) drawn over strong, flexible bamboo frames.",Fantastic birds and butterflies can be seen being made of paper in the kampung workshops.,There are no paper butterflies and birds in the kampung workshops.,0.8771457672119141,0.14073827862739563,0.809462159872055,0.0528583824634552
"An ancient Greek trading post, the town manages to combine the atmosphere of a resort with a gutsy, bustling city life.","Historically, the town was once a trading post used by the ancient Greeks.","The town is known for being quiet and peaceful, free of hustle and bustle.",0.9767950773239136,0.3322574198246002,0.9501823782920837,0.19463372230529785
well the floor was uneven you know,"well, you're aware that the floor wasn't even",the floor was perfectly smooth and flat,0.5257182363420725,0.19290709495544434,0.8238542675971985,0.06847593188285828
"Growth continued for ten years, and by 1915 the town had telephones, round-the-clock electricity, and a growing population many of whom worked in the railroad repair shop.","Economic growth continued apace, with many people employed by the railroad repair shop.","Growth was stifled, and most of the population couldn't find work.",0.8689059317111969,0.3386879116296768,0.9679745137691498,0.21287298202514648
"According to the Natural Resources Conservation Service, this single, voluntary program will provide flexible technical, financial, and educational assistance to farmers and ranchers who face serious threats to soil, water, and related natural resources on agricultural and other lands, including grazing lands, wetlands, forest lands, and wildlife habitats.",This is a service that can help farmers and ranchers who face threats to their resources. ,This program aims to destroy all farms. ,0.8535035252571106,0.25208668410778046,0.9803706109523773,0.22559210658073425
"The Ovitz deal, however, contained none of these goodies.",The Ovitz deal did not contain any of these goodies.,The Ovitz deal contained all of these goodies.,0.9264681041240692,0.34677234292030334,0.8943707048892975,0.1405256986618042
New York Times columnist Bob Herbert asserts that managed care has bought Republican votes and that patients will die as a result.,Managed care bought Republican votes and patients will end up dead because of this.,Managed care had nothing to do with the Republican voting.,0.7171536237001419,0.17179518938064575,0.7966936826705933,0.042926907539367676
and maybe we'll run across each other again,Perhaps we will cross paths in the future.,I don't think there's a chance of us ever meeting again.,0.9297352135181427,0.2261868715286255,0.9858746230602264,0.23219773173332214
"This testing of the marketplace may range from written or telephone contacts with knowledgeable federal and non-federal experts regarding similar or duplicate requirements and the results of any market test recently undertaken, to the more formal sources-sought announcements in pertinent publications (e.g.",This marketplace testing ranges from informal to formal surveys.,This marketplace testing should involve only formal surveys.,0.9653708040714264,0.13869976997375488,0.9026159048080444,0.14968553185462952
"Hong Kong has long been China's handiest window on the West, and the city is unrivaled in its commercial know-how and managerial expertise.",Hong Kong is a great place to find commercial know-how.,Hong Kong doesn't have capable people.,0.8929527401924133,0.45511080697178846,0.8623802065849304,0.10946598649024963
it it i think that is the biggest problem when you really not you don't don't really need the stuff but the nicer looking clothes are the more expensive nicely tailored clothes,It costs more for nicely tailored clothes that you don't need.,It is the same price for tailored clothes.,0.9958961606025696,0.3101460933685303,0.9977002143859863,0.24504786729812622
yeah it's just a matter of education i think,I think it just depends on education.,Yeah but education doesn't matter.,0.9827543795108795,0.37814174592494965,0.9957394897937775,0.2430967092514038
"After the execution of Guru Tegh Bahadur, his son, Guru Gobind Singh, exalted the faithful to be ever ready for armed defense.",Guru Tegh Bahadur has a son named Guru Gobind Singh,Guru Tengh Bahadur died without an heir.,0.7946683764457703,0.23490089178085327,0.9532687664031982,0.20116126537322998
"The analysis concluded that, because the rule relaxed the hog cholera-related restrictions imposed on the importation of live swine and prepared pork products from Sonora, Mexico, the proposed rule could have a significant economic impact on a substantial number of small entities in the United States.",The analysis stated that the rule might have a large impact on small entities in the US.,The analysis thought the rule would have no impact on US entities at all.,0.8804208636283875,0.050521403551101685,0.8632656335830688,0.11115843057632446
"At 79 m (260 ft) wide and 36 m (118 ft) high, it was built by the Ptolemies during a total reconstruction of the temple in the years 237 105 b.c.",It was built in 105 BC by the Ptolomies.  ,The Ptolomies never built any temples at all.  ,0.8418068885803223,0.24541684985160828,0.7909923493862152,0.03936049342155462
they really do i i sometimes think that that should be limited more,I sometimes believe that they should be more limited.,"No, I do not think they need any additional limits.",0.9958804547786713,0.19897261261940002,0.9936397671699524,0.242087721824646
"The Saving Mystery, or Where Did the Money Go?",The mystery of saving.,There is no mystery about spending.,0.9260420203208923,0.15156126022338867,0.784972608089447,0.03382605314254761
oh of course,Of course,Of course not,0.9900945425033569,0.20882481336593628,0.9968678057193756,0.24648723006248474
I now submit this report to you and the other designated officials.,I submit the report to you and the other officials ,I will not give the report to you or the other officials ,0.9621690809726715,0.17421245574951172,0.9282079339027405,0.17790287733078003
The strangest role reversal is going on right now and concerns democracy itself.,There is a role reversal going on in relation to democracy.,There is not role reversal going on right now in relation to democracy.,0.8310632705688477,0.37894714623689657,0.9944441914558411,0.2442362904548645
He dismounted and Ca'daan saw he was smaller than the rest.,He was shorter than the others.,He was very tall.,0.9405186176300049,0.11078071594238281,0.8505540490150452,0.10130345821380615
"This was the site of the Bateau-Lavoir studio, an unprepossessing glass-roofed loft reconstructed since a 1970 fire.",This was the site of the studio which had an unprepssessing glass roof.,The fire in 1970 did no damage to the Bateau-Lavoir studio.,0.8814138472080231,0.3066597282886505,0.8448508381843567,0.09602844715118408
"The ITC has enlisted legal services attorneys from across the state to manage each of the 12 categories, and those volunteers will organize contributions and add them to a searchable database.",They had the volunteers do data entry to help track contributions.,The volunteers had to write it down with pen and paper as there were no computers to use.,0.9658423364162445,0.14836671948432922,0.9214619398117065,0.1727142333984375
The category of qualifying teen-agers and women could include all recipients of welfare or other public assistance (including daughters of recipients) who are competent to give informed consent to the implant procedure.,Women who are on welfare qualify for the implant procedure.,Women who are on welfare will not qualify for the implant.,0.964130699634552,0.29279279708862305,0.9346153140068054,0.18601185083389282
oh yes yeah yeah yeah that's true too that's true,That is true.,That is not true.,0.9484767019748688,0.19794809818267822,0.8860787153244019,0.13763350248336792
"Ah, yes, actually, two weeks ago we had a very similar situation, the captain alertly added and quickly changed the subject, 'What's important now is that you get ready for about 2 minutes in the state of weightlessness, and not some Slovakian satellite from two weeks ago.",He was not slow to change the subject but before he did he added that there was a similar situation a couple weeks before. ,The situation that happened two weeks ago was all that the captain ever wanted to talk about and he refused to change the subject. ,0.8335814476013184,0.2511727660894394,0.8241739571094513,0.07576417922973633
He says men are here.,"The men are here, he said. ",He said that the men were not here. ,0.9819110631942749,0.34275850653648376,0.9738084673881531,0.22563594579696655
These rules were not used extensively.,These guidelines were not used a lot.,These rules were used often and in high frequency.,0.983583390712738,0.20533934235572815,0.9881283044815063,0.24033263325691223
(Cohen 1999) Although many observers would view this as an extreme step it could reduce costs and allow increased efficiencies.,Many observers view it an extreme step to lower costs and increase efficiencies. ,They don't want to lower costs. ,0.973479151725769,0.1879269778728485,0.9495579600334167,0.20195505023002625
Or anything else you wanted and couldn't keep against magic.,There wasn't much that could withstand against magic. ,Magic had little power. ,0.9325563907623291,0.2872404158115387,0.9098977744579315,0.16250264644622803
"He was a pilot, not a platoon leader.","He was no platoon leader, but a lowly pilot.",He was a decorated platoon leader with many years of command experience.,0.912242978811264,0.22479546070098877,0.9448373019695282,0.19758135080337524
"Never trust a Sather, Bork said softly.",Borker said to never trust a Sather.,"Trust a Sather, Jenna said.",0.7944492697715759,0.41992564499378204,0.9187676310539246,0.1716148853302002
well the channel eight when they came here thirteen fourteen years ago Dave Fox and Tracy Rowlett came together uh from Oklahoma City and apparently channel eight was way down and now they have turned it all around and done a pretty remarkable job and then,Channel 8 came here fourteen years ago from OKC and it's doing great now.,We don't have a Channel 8.,0.9784233868122101,0.2578871548175812,0.9883419871330261,0.241511732339859
"But, Slate protests, it was [Gates'] byline that appeared on the cover.","But, it was Gates' byline that was on the cover, Slate protests.",Slate said that it was definitely not Gates' byline on the cover.,0.9941465258598328,0.22072917222976685,0.9996923208236694,0.2529810965061188
"Alexander the Great, who passed through the city in 334 b.c. , paid for its completion; five of the original 30 columns have been restored to their full height.",Alexander the Great funded the completion of the city.,Alexander the Great never spent any time in this city.,0.9334915280342102,0.2022152543067932,0.76109379529953,0.015270084142684992
you know it took away a lot of of time from them we did go out to you know to the places that you typically take children to and we had a lot of fun but it seems as though the time went by so fast that,Time went by too fast while we were having fun with the kids.,Time went by so slow and we were extremely bored.,0.935497909784317,0.2619047611951828,0.9323554635047913,0.18681418895721436
Ca'daan closed the door behind them and retied the not.,"Ca'daan closed the door as they entered, and bound it shut with rope.","Ca'daan strode through the door, leaving it wide open as he began his speech to the assembled nobles.",0.8783870339393616,0.2285493016242981,0.9434656500816345,0.19860023260116577
The Lake District is not the place to come if you want lots of action into the early morning hours.,The Lake District isn't where to go when you want a lot of action.,The lake district is open 24/7.,0.9602983593940735,0.3240812420845032,0.9966256022453308,0.25193852186203003
yeah i know because uh all i know is that when i came here in eighty seven they still had uh it was the last year to to put all your punch cards in,When I first started in the eighties you had to use punch cards.,"By the time I came here in eighty seven, punch cards were no longer required.",0.8240744769573212,0.4870859626680613,0.9711025059223175,0.2264508306980133
Some travelers add Molokai and Lanai to their itineraries.,Several tourists decide to plan for traveling to Molokai and Lanai.,No one decides to go to Molokai and Lanai.,0.9866074621677399,0.07019788026809692,0.9977451264858246,0.2535685896873474
But Fish is not an upbeat pragmatist.,Fish is not an upbeat pragmatist. ,Fish is an upbeat pragmatist. ,0.9933937191963196,0.6718036830425262,0.9484439492225647,0.20441463589668274
"Then, all the time, it was in the spill vase in Mrs. Inglethorp's bedroom, under our very noses? I cried. ",You mean we were so near it constantly?,"So it was hidden in another country, impossible for us to locate?",0.7684337496757507,0.4052422344684601,0.8044613301753998,0.06071409583091736
were sort of a double sign with a a big miles per hour and a little kilometers per hour type uh marking on the side,A sign displaying both mph and kph.,A sign that only displays mph.,0.9465785622596741,0.28596894443035126,0.9180898666381836,0.17459869384765625
"In a further role reversal, Gingrich may have positioned himself to fill it.",Gingrich may fill the position. ,Gingrich will not fill the position. ,0.9458335638046265,0.2764708399772644,0.9364719688892365,0.19310495257377625
"I've got it down in my notes if you want to see them."" She extended the woven cords.",She offered up her notes.,She found it impossible to share her notes with anyone.,0.9257195293903351,0.02391636371612549,0.7604094743728638,0.01777362823486328
Candle grease? ,Was it candle grease?,It was not candle grease.,0.7378697395324707,0.8119243681430817,0.9236693382263184,0.181149423122406
Interesting Conflict Over Conflict of Interest,Sometimes there is a conflict of interest.,Conflicts of interest do not arise.,0.982421338558197,0.42546942830085754,0.8890095353126526,0.14652210474014282
the wagon man got killed when they attacked him,They attacked and killed the wagon man.,The wagon man escaped from their attack.,0.9864394664764404,0.6116470843553543,0.9790978133678436,0.23675808310508728
Outside the cathedral you will find a statue of John Knox with Bible in hand.,John Knox was someone who read the Bible.,John Knox has faded into obscurity with no memorials made for him.,0.9183066487312317,0.14016354084014893,0.9414343535900116,0.1994401216506958
"Regulators may not be totally supportive of a more comprehensive business model because they are concerned that the information would be based on a lot of judgment and, therefore, lack of precision, which could make enforcement of reporting standards difficult.",Difficulty of reporting standards can be a huge obstacle for this business model.,Regulators will be fully supportive of this business model.,0.72062186896801,0.205849289894104,0.765397846698761,0.023504227399825994
"So have I for that matter, but I flatter myself that my choice of dishes was more judicious than yours.",My choice of dishes was more judicious than yours.,My choice of dishes were nothing compared to yours.,0.95667764544487,0.04246729612350458,0.8223929703235626,0.08059424161911011
"Bars with views and live music include Sky Lounge in the Sheraton Hotel and Towers, Tsim Sha Tsui; and Cyrano in the Island Shangri-La in Pacific Place.","Many venues feature stunning views and live music, including the Sky Lounge, Tsim Sha Tsui, and the Cyrano. ",There is not much in the way of live entertainment. ,0.9721646308898926,0.21469831466674805,0.92493936419487,0.18460825085639954
"In an effort to more thoroughly explore this topic, we expanded our discussions beyond the eight organizations that were the primary subjects of our study by requesting the Computer Security Institute to informally poll its most active members on this subject.",We are discussing this topic with more than just the original organizations.  ,We kept silent to all organizations outside of the original eight.  ,0.9937916398048401,0.10118263959884644,0.7666378021240234,0.02656453847885132
All requests to provide live testimony at one of the two public hearings were granted.,All request by people seeking to provide live testimony were granted.,Most of the people who requested a live testimony ended up being dissapointed. ,0.9951916337013245,0.3044425845146179,0.9952734112739563,0.25584301352500916
"Apparently, Greuze wasn't worried about needing protection.",Greuze didn't worry about needing protection.,Greuze concerned himself all the time with needing protection.,0.9371886253356934,0.44026051834225655,0.8982254862785339,0.1589336395263672
The man looked at the girl.,A man and a girl were in sight of each other. ,The man never noticed the girl was there. ,0.5553409494459629,0.6609427034854889,0.9329565763473511,0.19406715035438538
okay what types of music do you like to listen to,what kind of music do you like?,"You hate music, don't you? ",0.9841688573360443,0.11984169483184814,0.9899024367332458,0.25131140649318695
"A Newsday story on this incident reports that, Toobin said through a Random House spokesman ...",Toobin spoke through a random House spokesman.,There were no reports on the situation.,0.7598096430301666,0.06906545162200928,0.8048064112663269,0.06644350290298462
i quit i quit drinking at oh a long time ago quit drinking i didn't smoke i don't smoke i gave everything up so i guess i don't know what just old age i guess is why i,I quit drinking and smoking so I guess it is just old age.,I drink and smoke.,0.8132845163345337,0.294162854552269,0.8920990824699402,0.15383410453796387
The idea that Clinton's approval represents something new and immoral in the country is historically shortsighted.,It's shortsighted to think that Clinton's approval rating is a sign of the nation's immorality.,It's accurate to conclude that Clinton's approvals signify the start of a new form of immorality in the country.,0.9274791479110718,0.6010338813066483,0.9534813165664673,0.21534329652786255
Tommy had a healthy and vigorous appetite.,Tommy's appetite was huge.,Tommy wasn't hungry.,0.7608256042003632,0.28133004903793335,0.8695537745952606,0.131513774394989
"Also, considerable sums are spent by the Postal Service analyzing the costs associated with worksharing, and mailers/competitors incur considerable expense litigating their positions on worksharing before the Postal Rate Commission.",The Postal Service spends considerable sums on cost analysis.,The Postal Service does not participate in worksharing.,0.8666841983795166,0.1957719922065735,0.9082275629043579,0.17038488388061523
"To the sociologists' speculations, add mine.",Add my speculation to the sociologists'.,I don't agree with sociologists.,0.9371547996997833,0.20472395420074463,0.9889994561672211,0.25119951367378235
There are certain categories of control activities that are common to all agencies.,All agencies share some things in common in certain regards.,"Nothing about agencies are familiar, they are all unique.",0.7959040403366089,0.08536142110824585,0.9841067492961884,0.24638712406158447
"Though prehistoric remains from the Paleolithic, Neolithic, and Bronze Ages have been unearthed in the Manzanares Valley, prior to Madrid's sudden elevation to capital city in 1561 its history was rather undistinguished.",There were remains in the Manzanares Valley.,There were no remains in the Manzanares Valley.,0.9425868988037109,0.24766269326210022,0.7967630624771118,0.0593876838684082
It is that prospect that may bring Republicans together to defend a CPI everyone knows is inaccurate.,An inaccurate CPI can be defended by Republicans,Everyone knows that the CPI is the most accurate.,0.9455495178699493,0.5830991715192795,0.9388384819030762,0.20164579153060913
"approaches for setting different requirements for sources that pose different levels of hazard (tiering); worst-case releases and other hazard assessment issues; accident information reporting; public participation; inherently safer approaches; and implementation and integration of section 112(r) with state programs, particularly state air permitting programs.",Different requirements are required for different levels of hazard.,There are no hazards and therefore aren't any different requirements.,0.9770874083042145,0.23218032717704773,0.9484015703201294,0.21129223704338074
"Even us if you needed,"" said Jon.",He offered himself if needed.,He told them not to ask him to lift a finger.,0.7178735435009003,0.3095276653766632,0.865756094455719,0.1292271912097931
well uh normally i like to to go out fishing in a boat and uh rather than like bank fishing and just like you try and catch anything that's swimming because i've had such problems of trying to catch any type of fish that uh i just really enjoy doing the boat type fishing,I fish in the boat and try catching any fish because I have trouble catching certain types.,I don't ever fish in my boat.,0.8624994158744812,0.5260172002017498,0.7923461198806763,0.05582457780838013
There are two challengers to these top dogs.,These top dogs face two challenges.,These top dogs face only one challenge.,0.9914048910140991,0.32429923117160797,0.9959716796875,0.259481281042099
"120 ""You do not think I ought to go to the police?""",Should I not go to the police?,So you want me to call the cops?,0.9728266298770905,0.2903999388217926,0.972959578037262,0.23650914430618286
"The statue was beheaded several years ago by islanders, who blame Josephine for her role in the slavery in Martinique.",Josephine is responsible for the slavery in Martinique according to locals.,The statue was erected to remind the populace to stay obedient to their masters.,0.964386373758316,0.31779035925865173,0.9823901653289795,0.24604028463363647
"Clearly, the press has done a lousy job with its focus on behavior such as infidelity or drug use that most people don't care about.",The press has focused on various topics that most readers aren't interested in.,The press has done a great job of covering hot-button issues people want to learn about.,0.9593862295150757,0.23688754439353943,0.9739642143249512,0.23815637826919556
How effectively DOD manages these funds will determine whether it receives a good return on its investment.,The DOD could receive a good return on these funds if it manages them well.,The DOD is certain to have a bad return on these funds.,0.991149365901947,0.3615877628326416,0.9381479322910309,0.20287150144577026
what was the problem,What was the issue?,i know exactly what the problem is.,0.9189713001251221,0.2877144515514374,0.9972885847091675,0.2622227221727371
"The final rule was determined to be an economically significant regulatory action by the Office of Management and Budget and was approved by OMB as complying with the requirements of the Order on March 26, 1998.",The final rule was declared an economically significant regulator action.,The final rule was declared not to be an economically significant regulator action.,0.8665370941162109,0.21803414821624756,0.997388631105423,0.2624734044075012
and they're more independent and there's things to do then it's good for them to go to different i mean it he goes to a a mother's day out program now once a week both of my kids do,"Since they are independent, they have more things to do.",Independence does not grant anymore options for them.,0.9918330609798431,0.18787118792533875,0.9845021069049835,0.24987781047821045
Tuppence seized the bell and Jane the knocker.,Tuppence and Jane were by the door.,Tuppence and Jane did not go up to the door.,0.9196823835372925,0.29830238223075867,0.9971948862075806,0.2628214955329895
yeah well i i started uh studying mathematics basically because i was really good at that in high school,I started studying mathematics because I was really good at it.,My worst subject in high-school was mathematics.,0.8775432705879211,0.2032693326473236,0.7963989675045013,0.06241545081138611
Kyoto's kabuki troupe performs in December and Osaka's in May.,Kyoto has a kabuki troupe and so does Osaka.,Osaka does not have a kabuki troupe.,0.95554980635643,0.48381288163363934,0.9970020949840546,0.26322081685066223
Nash showed up for an MIT New Year's Eve party clad only in a diaper.,Nash appeared at a New Year's Eve party with only a diaper.,Nash showed up in a suit.,0.9880938529968262,0.34435683488845825,0.965971052646637,0.23231539130210876
ECONOMETRIC MODEL -An equation or a set of related equations used to analyze economic data through mathematical and statistical techniques.,Econometric model is an equation of related equations used to analyze economic data with math,Economic models are not related to data,0.9719187021255493,0.24831455945968628,0.915177583694458,0.18162786960601807
it's neat when you think about how she wrote it and stuff otherwise the lyrics are kind of,How she wrote it was pretty cool. ,The way she wrote it isn't interesting at all. ,0.9392704367637634,0.33210670948028564,0.9797582030296326,0.2464345097541809
"More reserved and remote but a better administrator and financier than his uncle, Charles Brooke imposed on his men his own austere, efficient style of life.",Charles Brookes methods were different but superior to those of his uncle.,"The uncle had no match in administration; certainly not in his inefficient and careless nephew, Charles Brooke.",0.9099308252334595,0.09039390087127686,0.9809391796588898,0.24810779094696045
"We must re-examine the base, including our current human capital policies and practices.",We have to look at the base again.,We don't have to look at the base again.,0.9907970130443573,0.27576136589050293,0.9879054725170135,0.2552128881216049
REESTIMATE -Refers to estimates of the subsidy costs performed subsequent to their initial estimates made at the time of a loan's disbursement.,Reestimate is a term that deals with estimates.,Reestimate is a term that doesn't deal with estimates.,0.9643070697784424,0.3248004913330078,0.8533557057380676,0.12069305777549744
'Of course.',Yes.,Of course not.,0.962807685136795,0.184674471616745,0.988476425409317,0.25633153319358826
He hadn't seen even pictures of such things since the few silent movies run in some of the little art theaters.,There were some art theaters that showed silent movies.,He had recently seen pictures depicting those things.,0.9869991540908813,0.38905229419469833,0.8633816242218018,0.13144618272781372
"A good time to visit is just at the end of the monsoon in October when you can see flocks of storks, egrets, and cormorants and it is ideally combined with a full-moon trip to the Taj, but there's plenty to see all year round.",The monsoon season ends in the month of October.,The only good time to visit is in late March.,0.13307443261146545,0.10934603214263916,0.8514701128005981,0.11966341733932495
"Long ago--or away, or whatever--there was a world called Thar?? and another called Erath.",A long time ago there were two worlds called Thar and Erath.,Erath is the only world that has ever existed.,0.9763016104698181,0.14528360962867737,0.8868638873100281,0.15512755513191223
"New York 's John Leonard calls Oz an ecology and anthropology of terror, not for the faint of heart or the queasy of stomach ...","John Leonard says Oz is an anthropology of terror, not for the faint hearted or easily turned stomach.",Chicago's John Leonard calls Oz a biology and anthology of horror.,0.885373055934906,0.6595727652311325,0.8354871571063995,0.10389018058776855
"In Texas, the ability to produce fairly stated external financial reports was only the first step in building a more effective, resultsoriented government.",There are many steps when it comes to building a more effective results oriented government in texas,Producing fairly stated external financial reports is not necessary when it comes to building a more effective government in Texas.,0.7393330335617065,0.5831572711467743,0.9542751312255859,0.22276091575622559
"For example, the CFO Council and the Office of Management and Budget (OMB) are aggressively working on eight priority initiatives outlined in the1998 Federal Financial Management Status Report and FiveYear Plan.",The CFO Council and the OMB have joined forces to work on the priority initiatives.,The CFO Council and the OMB are lax about the priority initiatives.,0.8892976641654968,0.10003039240837097,0.9242727756500244,0.19399625062942505
"So they set about clearing the land for agriculture, setting fire to massive tracts of forest.",Forests were cleared with fire.,They were not allowed to deforest for agricultural purposes.,0.7029476463794708,0.21028786897659302,0.8751550912857056,0.14566314220428467
"But when the cushion is spent in a year or two, or when the next recession arrives, the disintermediating voters will find themselves playing the roles of budget analysts and tax wonks.",The cushion will likely be spent in under two years.,The cushion cannot be depleted and there is not going to be another recession.,0.9582849442958832,0.3213065564632416,0.9994327127933502,0.2700438052415848
"8 A stoichiometry of 1.03 is typical when the FGD process is producing gypsum by-product, while a stoichiometry of 1.05 is needed to produce waste suitable for a landfill.",A stoichiometry of 1.03 is typical when the FGD process is producing gypsum by-product,A stoichiometry of 1.03 is typical when the FGD process is not producing gypsum by-product,0.8188596069812775,0.6998785138130188,0.9137230515480042,0.18485254049301147
they might be but not at not at the human factors level,They're not at the human factors level. ,They are actually at the human factors level. ,0.9592625498771667,0.2356305718421936,0.9218868911266327,0.19321876764297485
"Clearly, people don't know how to reach lawyers.",How to reach lawyers isn't well known to people.,It is obvious that people know how to contact lawyers.,0.9979974627494812,0.08693861961364746,0.9944589734077454,0.26620614528656006
"Moreover, it is possible to have questions that require nested case studies.","Also, questions can require nested case studies, so wrap your heand around it.","Also, questions can not require nested case studies.",0.9962130188941956,0.42008640617132187,0.9978135824203491,0.2695651054382324
Many Gothic and Renaissance buildings have been lovingly restored.,There are many Gothic and Renaissance buildings there.,The Gothic and Renaissance buildings have been terribly neglected.,0.9714284539222717,0.2904125154018402,0.9898043274879456,0.261670783162117
it may be arrogant but i mean let them come to us,"It might sound arrogant, but allow them to come to us",It is definitely not arrogant to have them coming to us,0.9961629807949066,0.35593147575855255,0.999612033367157,0.2715729773044586
"In my Crossfire days, I was patronized even by Sam Donaldson.","During Crossfire, even Sam Donaldson patronized me.",I was never on Crossfire.,0.9721513390541077,0.5260477997362614,0.9847214221954346,0.25689801573753357
right well the preseason really doesn't mean anything either,"Right,the preseason is not really important either.","The preseason means everything, and they know it too.",0.9225625395774841,0.10248073935508728,0.9094301462173462,0.18220123648643494
approaches to achieving missions vary considerably between agencies.,Approaches to achieving missions might change a lot.,Approaches to achieving missions changes very little.,0.9881734848022461,0.9227767586708069,0.9420514702796936,0.2149980366230011
well and i i noticed since we moved down here to Texas my husband is originally from Texas but uh i'm not and that you don't have to have uh such a wide variety of seasonal clothes that you do up north where you have to,"My husband is originally from Texas, and is used to not having a wide variety of seasonal clothes.",Texans always have a wide variety of seasonal clothes. ,0.9243850111961365,0.42774710059165955,0.9604500532150269,0.2334020733833313
uh-huh i i thought they did an excellent job of actually aging the person you know from when he was a little kid to little older to little older to except the last the very last you know the last person the last actor that played the kid,"Yeah they did an amazing job of making that person age through the years, except that last part.",It was a very crappy job they did as they tried to make him grow up through the years.,0.9372153282165527,0.2488512098789215,0.9973212480545044,0.27029362320899963
because i i mean i don't know it's just something i think something we need,I think it is something that we need.,I think it is completely unnecessary.,0.7851024866104126,0.18415755033493042,0.868090033531189,0.14120742678642273
"By placing ”one card ”on another ”with mathematical ”precision!"" I watched the card house rising under his hands, story by story. ","I watched as he built the house, story by story.","I could not stand watching him build a card house, so I left.",0.7452039122581482,0.14048320055007935,0.8814695179462433,0.15471315383911133
"Still, I guess that can be got over.",I suppose you can get over that.,It won't be possible to get passed that.,0.9971775114536285,0.34116724133491516,0.9936209321022034,0.26753805577754974
"Julius Caesar's nephew Octavian took the name Augustus; Rome ceased to be a republic, and became an empire.","Octavian, Julius Caesar's nephew, took the name Augustus; Rome ceased to be a republic, and became an empire.","Rome never ceased to be a republic, and did not become an empire.",0.9746374487876892,0.444176658987999,0.9970752000808716,0.2710690051317215
 8th circa b.c.Greeks colonize Sicily and other southern regions,Sicily and other southern regions were colonized in the 8th century b.c.,The Greeks colonized Sicily but never the other southern regions.,0.9534035921096802,0.31791289150714874,0.9845353960990906,0.25902053713798523
Sometimes more than one denomination shares one church.,At times a church is used by multiple faiths.,One church always has one denomination.,0.9497842192649841,0.3147781938314438,0.9224356114864349,0.1969788670539856
Transforming Control of Public Health Programs Raises Concerns (,The change of public health programs concerns people.,Everyone is content with the change of public health programs. ,0.9474647641181946,0.45185365155339247,0.9980748891830444,0.27283771336078644
Flying at a discount should be more dangerous.,It should be riskier to fly at a discounted rate.,It's totally safe to take advantage of discounted flying.,0.7795741558074951,0.27656562626361847,0.8595334589481354,0.13441669940948486
"Conspiracy theorists  MasterCard is investing in a chip that can store electronic cash, your medical history, and keys to your home and office.",Conspiracy theorists believe Mastercard is working on a chip to store all your personal data.,No one thinks Mastercard is up to anything nefarious.,0.9273409843444824,0.4128126800060272,0.965442955493927,0.24050384759902954
Answer? said Julius.,Julius asked for an answer.,Julius already knew the answer.,0.9545021653175354,0.3311517834663391,0.9523648917675018,0.2278159260749817
"With their fluent Vietnamese and Mandarin, they help Tran understand her family's eligibility for Medi-Cal and food stamps, assist the 70-year-old woman in finding a place to live and advise abused women how they can stay in the country while staying away from their husbands.",Tran spoke Mandarin. ,Chan was not able to understand what they were saying. ,0.8836919069290161,0.5253322646021843,0.7512093186378479,0.02706599235534668
"This is one of the reasons we're growing too weak to fight the Satheri.  ""What's wrong with a ceremony of worship, if you must worship your eggshell?"" Dave asked.","""What's wrong with a worship ceremony if it involves you doing so for your eggshell?"" asked Dave.","""We shouldn't worship our eggshells, why do we even have ceremonies at all?"" asked Dave.",0.8525943458080292,0.552656352519989,0.9866479337215424,0.2626238465309143
"Restored in 1967, the beautiful exterior is complemented by the fine period furniture housed inside.",The beautiful exterior was restored in 1967.,There was no restoration done to the exterior.,0.658762127161026,0.34523405134677887,0.8103611469268799,0.0864136815071106
"All-inclusive packages and large resort hotels offer restaurants, sporting activities, entertainment, wide-screen sports channels in the bars, shopping, and a guaranteed suntan.",You can get an all-inclusive package.,Suntans are not included.,0.8674923181533813,0.04991114139556885,0.7929413914680481,0.07007133960723877
upwards of a mile but Washington is one of my favorite places to visit uh my daughter lives in Arlington and when i go to visit her  i love to get out on that bike trail and either ride the bike oh gosh you can ride a bike  practically all the way to southern Virginia,I enjoy biking when I visit my daughter.,My daughter isn't located near any bike trails.,0.8961288630962372,0.24390611052513123,0.974616527557373,0.2517637461423874
